hour,x_con1,x_con2,x_con3,x_con4,x_con5,x_con6,x_con7,x_con8,x_con9,x_con10,x_con11,x_con12,x_wind1,x_wind2,x_wind3,x_wind4,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,x_bat1,x_bat2,x_bat3,x_bat4,x_bat5,x_line1,x_line2,x_line3,x_line4,x_line5,x_line6,x_line7,x_line8,x_line9,x_line10,x_line11,x_line12,x_line13,x_line14,x_line15,x_line16,x_line17,x_line18,x_line19,x_line20,x_line21,x_line22,x_line23,x_line24,x_line25,x_line26,x_line27,x_line28,x_line29,x_line30,x_line31,x_line32,x_line33,x_line34
11,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,0.0,217.0,245.0,166.9354275271276,88.9871006036082,154.895847893819,187.25637772131242,96.69024,86.51232,236.63664000000003,0.0,282.43728,89.05680000000001,297.70416,162.84672,114.5016,146.98887542094636,66.15648,63.612,0.0,111.95712000000002,21.98438060360833,155.21328,173.02464,-15.0,-10.0,-10.0,-20.0,-0.44778227868755494,0.0,-87.5,97.20976,8.006400000000085,11.881279999999919,87.5,-155.05344789381877,-58.15007999999992,122.5848606036082,26.88127999999992,-111.95712000000002,-87.5,-46.44150060360835,-13.363359999999915,-200.0,0.0,-60.00000000000023,111.63664000000003,-124.99999999999994,0.0,-250.00000000000023,-125.0,-125.0,-108.99072789381876,-200.0,155.05344789381877,-250.0,190.34832000000023,-249.55221772131245,0.0,-267.25637772131245,27.501600000000224,-86.99999999999977,0.0
12,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,15.069980492442596,217.0,245.0,161.9204984308834,44.9760281518146,128.2680108500288,164.5330945075574,95.68305,85.61115000000001,18.499453151814578,171.22230000000002,279.495225,88.129125,294.603075,124.6228592809122,113.308875,158.63242499999998,0.0,0.0,120.8628,0.0,151.0785,153.596475,171.22230000000002,-15.0,-10.0,-10.0,-20.0,-5.0,0.0,-87.5,98.21695000000001,-66.71115,87.5,87.5,-171.71192656911657,-66.71115,143.1929781518146,-18.362799999999993,0.0,-87.5,-63.57849999999999,-20.307625,-200.0,-39.9706218481854,-60.0,-106.50054684818542,46.22230000000002,0.0,-250.0,-125.0,-125.0,-122.70715156911658,-200.0,171.71192656911657,-250.0,150.9317342809122,-245.0,0.0,-259.603075,26.308875,-87.0,-15.069980492442596
13,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,31.438785083754624,217.0,245.0,155.94088317479938,29.2907317833058,125.2943954963214,153.1642899162454,95.68305,85.61115000000001,206.77013178330577,171.22230000000002,209.0144536711208,88.129125,294.603075,161.1504,113.308875,158.63242499999998,65.46735000000001,62.949375,0.0,110.7909,0.0,153.596475,0.0,-15.0,-10.0,-10.0,5.0,0.0,0.0,-87.5,98.21695000000001,20.788849999999996,0.0,87.5,-177.6915418252006,-44.678500000000014,64.55830678330581,15.0,-110.7909,-87.5,-23.290899999999993,1.725024999999988,-200.0,44.49727500000003,21.770131783305786,0.0,46.22230000000002,81.77013178330577,-250.0,-125.0,-125.0,-83.20599549632139,-200.0,177.6915418252006,-250.0,187.459275,-250.0,0.0,-264.603075,26.308875,-87.0,-31.438785083754624
14,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,39.51190658451219,217.0,245.0,147.4501265881818,99.6239445412086,137.4807773689476,145.0911684154878,95.68305,85.61115000000001,234.17167499999996,171.22230000000002,279.495225,88.129125,294.603075,161.1504,113.308875,132.081223498338,65.46735000000001,62.949375,120.8628,0.0,0.0,0.0,171.22230000000002,-15.0,-10.0,-10.0,-20.0,0.0,44.678500000000014,-72.26605545879141,38.30450545879141,-22.03264999999999,87.5,87.5,-144.39715236894762,-87.5,74.979075,-18.362799999999993,0.0,0.0,0.0,200.0,-200.0,-44.60602500000002,-60.0,109.17167499999996,46.22230000000002,0.0,-250.0,-125.0,-125.0,-95.3923773689476,-200.0,144.39715236894762,-250.0,187.459275,-250.0,0.0,-264.603075,26.308875,-87.0,-39.51190658451219
15,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,31.11856289668802,217.0,245.0,144.04566449741182,119.05168571403759,136.3106919442788,142.282342103312,93.66867,83.80881000000001,229.24174500000004,0.0,273.61111500000004,86.27377500000001,288.400905,157.75776000000002,110.923425,155.292795,64.08909000000001,61.62412500000001,118.31832,0.0,147.8979,150.362865,0.0,8.337647155728092,10.0,10.0,-20.0,-5.0,16.564777155728095,-57.99748644169054,54.164039285962446,0.0,39.15596715572809,87.5,-156.74461694427873,-64.08909000000001,111.59160000000003,-87.5,0.0,-87.5,-60.39789999999999,-200.0,-14.451954999999998,-46.306299999999965,0.0,-121.30629999999996,-125.0,225.548045,-250.0,-125.0,-125.0,-101.85573194427876,-200.0,156.74461694427873,-250.0,181.68118500000003,-245.0,0.0,-253.40090500000002,23.923424999999995,-87.0,-31.11856289668802
16,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,27.928361128679228,217.0,245.0,149.04204691157,104.6194759713762,131.205581477533,145.4725438713208,93.66867,83.80881000000001,229.24174500000004,167.61762000000002,273.61111500000004,86.27377500000001,288.400905,157.75776000000002,110.923425,85.68155338910287,64.08909000000001,61.62412500000001,118.31832,108.45846000000002,0.0,0.0,100.5926359713761,-15.0,-10.0,-10.0,20.0,-5.0,0.0,-87.5,100.23133,6.7728699999999975,15.81832,87.5,-111.6395064775329,-57.316220000000015,143.2266809713762,-87.5,-108.45846000000002,-20.958460000000045,-87.49999999999997,42.61762000000002,-33.39230000000008,0.0,-122.36595499999989,0.0,42.61762000000002,104.24174500000004,-250.0,-125.0,-125.0,-96.75062147753295,-200.0,111.6395064775329,-250.0,181.68118500000003,5.0,-250.0,-3.400905000000023,23.923424999999995,-87.0,222.07163887132077
17,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,45.48930949176918,217.0,245.0,136.4638483567012,115.3398600015912,130.63002157685818,146.5181055082308,99.71181,0.0,27.212734935150706,178.43166,291.263445,91.839825,307.007415,167.93568,118.07977499999998,165.31168499999998,0.0,0.0,125.95176,17.560300000000012,157.4397,160.063695,178.43166,-15.0,-10.0,-10.0,-20.0,-5.0,1.1915099351506484,-54.16345993355944,59.660139998408795,20.091509935150654,87.5,87.5,-170.51129657685823,20.091509935150654,175.0,-23.451759999999993,-17.560300000000012,-87.5,-87.5,60.02781493515067,-200.0,-104.38341999999999,0.0,-97.7872650648493,53.431659999999994,0.0,-190.0,-125.0,-125.0,-133.27474157685822,-200.0,170.51129657685823,-250.0,139.01545499999997,-199.51069050823082,-45.48930949176918,-226.5181055082308,-28.920225000000016,-147.0,0.0
18,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,52.70234671022439,217.0,245.0,131.29696583610578,145.2155178245978,134.65569414915558,147.4061532897756,100.719,0.0,0.0,180.234,294.20550000000003,92.7675,310.1085,57.41019414915557,119.2725,166.9815,68.91300000000001,66.2625,127.224,116.622,0.0,161.6805,180.234,0.44198366070358475,10.0,9.999999999999943,0.0,0.0,68.6,-87.5,24.581000000000017,87.5,87.5,76.81546583610577,-200.0,18.58699999999999,103.53401782459783,-40.16598366070359,-116.622,-29.122,-87.5,-55.40003416389419,-40.00000000000004,-14.3659658361058,-200.0,-125.0,55.23400000000001,0.0,-250.0,-125.0,-125.0,-185.70550000000003,-200.0,200.0,-250.0,89.68269414915557,0.0,-250.0,-30.108499999999992,32.272499999999994,-87.0,197.2976532897756
19,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,43.43582640581866,217.0,245.0,146.8512719174414,156.85887933218382,98.1546469945702,156.6726735941814,100.719,0.0,0.0,180.234,294.20550000000003,92.7675,310.1085,169.632,119.2725,3.1284189120116253,68.91300000000001,66.2625,127.224,116.622,58.378,161.6805,150.06786299288737,14.558016339296415,0.0,0.0,20.0,0.0,8.777379332183827,-87.5,84.40362066781618,27.677379332183833,87.5,87.5,-31.277146994570217,-41.23562066781618,175.0,-54.28201633929643,-116.622,-87.5,-87.5,-2.9161206678161875,-200.0,-66.8498793321838,-50.0,-125.0,55.23400000000001,0.0,-250.0,-125.0,-125.0,-36.982646994570246,-200.0,31.277146994570217,-250.0,201.90449999999998,-206.56417359418134,-43.43582640581866,-236.6726735941814,32.272499999999994,-87.0,0.0
20,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,34.10385020925287,217.0,245.0,144.814719052018,163.3102055747104,120.8379276369738,153.6003097907472,31.09820557471042,86.51232,236.63664000000003,173.02464,212.94528668899179,89.05680000000001,297.70416,162.84672,114.5016,160.30224,66.15648,63.612,0.0,100.83199999999998,0.0,155.21328,173.02464,-15.0,-10.0,-10.0,-20.0,0.0,87.5,-87.5,75.30179442528959,87.5,19.887680000000003,87.5,-190.487520947982,21.343519999999998,175.0,34.88768,-100.83199999999998,-87.5,-13.331999999999965,0.0,-133.86975999999999,48.024640000000005,-14.493599999999986,0.0,48.024640000000005,111.63664000000003,-250.0,-125.0,-125.0,-74.93280763697379,-200.0,190.487520947982,-250.0,190.34832,-215.89614979074713,-34.10385020925287,-233.6003097907472,27.501599999999996,-87.0,0.0
21,98.67874503551903,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,25.673431058338195,217.0,245.0,147.2975681129556,163.6927839163352,138.6314679351902,146.5253039416618,0.0,82.00647000000001,191.81026499999996,164.01294,267.727005,84.418425,282.198735,154.36512,108.537975,151.95316499999998,62.71083,60.298875,0.0,0.0,144.7173,147.129255,164.01294,0.0,0.0,5.684341886080802e-14,0.0,0.0,87.5,-60.42734604814578,71.60609108366481,87.5,24.39353,87.5,-152.58294293519015,24.78917,175.0,24.39353,0.0,-57.217299999999994,-87.5,-42.05738500000005,-49.99999999999994,147.88059,-200.0,66.81026499999997,39.012939999999986,0.0,-250.0,-125.0,-125.0,-111.80994793519018,-200.0,152.58294293519015,-250.0,175.903095,-250.0,0.0,-252.198735,21.537975000000003,-87.0,-25.673431058338195
22,106.4,106.4,53.791160000000005,0.0,0.0,108.5,108.5,272.441054232094,280.0,0.0,217.0,200.9538804200398,126.31282301553179,157.047540350943,163.3062665644284,154.949000767906,83.59676999999999,74.79711,204.59209500000003,149.59422,244.190565,76.99702500000001,257.390055,140.79456,98.996175,138.594645,57.197790000000005,54.997875,105.59592,96.79626,131.9949,134.194815,0.0,5.280945350942972,0.0,0.0,0.0,0.0,48.971765350942974,-87.5,61.33146464905705,57.197790000000005,23.37686535094298,87.5,-187.28182198446822,0.0,163.38113000000004,-87.5,-43.0051,-87.5,-87.5,0.0,-134.194815,24.594220000000007,-36.213089999999966,0.0,24.594220000000007,79.59209500000003,-250.0,-125.0,-125.0,-122.97238698446822,-200.0,187.28182198446822,-250.0,196.83685457996017,-250.0,0.0,-234.949000767906,56.042294579960185,-42.95388042003981,0.0
23,105.25384873164109,106.4,0.0,0.0,0.0,108.5,98.11307818588962,249.73050924150783,280.0,0.0,192.56857866744872,152.9538804200398,124.8787938249782,122.9330067900362,163.2727389016436,151.6486957584922,73.52486999999999,65.78541,179.94244500000002,131.57082,214.770015,67.72027499999996,226.379205,123.83136,87.068925,121.896495,50.30649,48.371625,92.87352,85.13406,37.76097587262025,118.026765,131.57082,-5.280945350942972,0.0,0.0,0.0,5.0,46.97798464905702,-87.5,72.25099408258407,87.5,0.09257464905702761,87.5,-172.01770117502178,37.19351,146.81237587262027,-87.5,-85.13406,-35.395035872620255,-87.5,-28.72829087262025,0.0,35.29911087262025,-195.05755499999998,0.0,6.570819999999998,54.94244500000002,-250.0,-125.0,-125.0,-78.28771617502179,-200.0,172.01770117502178,-250.0,240.37782591251147,-250.0,-5.0,-226.64869575849218,116.54646591251147,29.477540912511472,5.0
24,57.25384873164108,58.400000000000006,0.0,0.0,0.0,72.5,62.11307818588962,231.7124604759492,280.0,0.0,217.0,104.95388042003981,137.862201651255,152.791626268359,161.5720097428156,128.6558945240508,63.45297,56.77371000000001,155.29279500000004,113.54742000000002,185.349465,58.44352500000001,195.368355,106.86816,75.141675,105.198345,43.41519,41.745375,80.15112,73.47186,100.1889,101.858715,113.54742000000002,0.0,0.0,0.0,0.0,-5.0,81.30087873164108,-87.5,0.0,43.41519,39.511978731641065,87.5,-142.336143348745,0.0,111.04625126835901,-40.63914126835894,-73.47186,-86.16076000000001,-87.5,-50.519475000000014,-50.0,69.35969000000007,-200.0,30.29279500000004,-11.452579999999983,0.0,-250.0,-125.0,-125.0,-55.185608348745006,-200.0,142.336143348745,-250.0,235.0559545799602,-36.34410547594919,-208.6558945240508,0.0,128.1877945799602,53.04611957996019,208.6558945240508
