hour,market_price_node1,market_price_node2,market_price_node3,market_price_node4,market_price_node5,market_price_node6,market_price_node7,market_price_node8,market_price_node9,market_price_node10,market_price_node11,market_price_node12,market_price_node13,market_price_node14,market_price_node15,market_price_node16,market_price_node17,market_price_node18,market_price_node19,market_price_node20,market_price_node21,market_price_node22,market_price_node23,market_price_node24
1,11.972166599492724,12.039724925544459,11.82438276125453,12.060836902435623,12.05239211167916,12.086171274705027,12.107283251596192,12.107283251596192,12.081948879326788,12.132617623865595,12.3693532580719,12.047888223275706,12.09855696781451,13.164289561280707,11.013682848633648,10.70967038140082,10.811007870478429,10.861676615017235,11.09925672829919,11.488843075197561,10.912345359556038,10.861676615017235,11.878429422095934,11.419032804944088
2,13.168143726658998,13.32,12.835958128725576,13.367455085419065,13.348473051251435,13.424401187921937,13.471856273341002,13.471856273341002,13.41491017083813,13.528802375843874,14.060932067009611,13.338349299695386,13.452241504701128,15.847774216655313,11.01368284863365,10.33032961859918,10.558114028610667,10.672006233616413,11.206034128198915,12.08173863779865,10.785898438622159,10.672006233616413,12.957443147398386,11.924820488679613
3,10.833311557245924,10.924989249193985,10.632766606109517,10.953638527927751,10.94217881643425,10.98801766240828,11.016666941142047,11.016666941142047,10.982287806661517,11.051046075622576,11.434336241046577,10.874030717081714,10.942788986042764,12.761222095859463,9.5326343027327,8.189540890626574,7.396513630208858,7.0,8.966360593751048,9.743180296875524,6.603486369791142,7.0,10.52,10.082700454421108
4,11.23221687211094,11.282417180277356,11.122403697996923,11.298104776579358,11.291829738058555,11.316929892141763,11.332617488443766,11.332617488443766,11.31379237288136,11.35144260400617,11.61820749871598,11.19762840267078,11.235278633795586,12.572316384180803,10.52,8.931278890600924,7.643759630200308,7.0,9.584185927067283,10.237092963533643,6.356240369799692,7.0,10.890000000000002,10.821201848998461
5,10.827796610169543,10.849491525423765,10.780338983050882,10.856271186440711,10.85355932203394,10.864406779661051,10.871186440677997,10.871186440677997,10.863050847457657,10.879322033898337,11.047909604519788,10.759548022598874,10.77581920903955,11.673446327683658,10.520000000000001,9.033898305084737,7.677966101694913,7.0,9.529265536723157,10.024632768361581,6.322033898305087,7.0,10.52,10.650169491525443
6,9.571500496093392,9.784836330691785,9.104828357909334,9.85150377900377,9.824836799678996,9.931504716978193,9.998172165290176,9.998172165290176,9.918171227315753,10.0781731032646,10.826931896066748,9.809419938308897,9.969421814257716,13.341961439428841,6.544798342728331,5.5668700010827035,5.868956667027568,6.02,6.801884536854303,8.036899072625902,6.171043332972431,6.02,9.271913608397503,7.824813350318831
7,13.32,13.522946322723236,12.876054919042836,13.58636704857424,13.560998758233847,13.662471919595465,13.725892645446471,13.725892645446471,13.649787774425247,13.801997516467694,14.566597117550051,13.494027141512628,13.646236883555062,17.1683662957522,10.440699046363697,8.725812666014498,8.228604222004833,7.98,10.109903907877152,11.493995149739828,7.731395777995168,7.98,12.878086391602503,11.658376982703231
8,13.32,13.231576908482234,13.513425512695047,13.203944692382926,13.214997578822658,13.170786033063774,13.143153816964467,13.143153816964467,13.17631247628362,13.109995157645313,12.97736052036868,13.043677839006993,12.977360520368677,12.64577392717709,14.574502610907999,12.314187333985501,9.523333507956528,8.12790659494204,12.513139289900453,12.712091245815405,6.732479681927552,8.12790659494204,12.911043201730358,14.043964061801523
9,15.233401951955592,15.565624115970055,14.506665968173877,15.669443542224567,15.62791577172277,15.794026853730003,15.897846279984515,15.897846279984515,15.77326296847908,16.02242959148995,17.186591424557363,15.605767627455103,15.854934250465963,21.09573888779446,10.520000000000001,9.025000261934801,9.523333507956533,9.7725001309674,10.940814741085012,12.856629220235224,10.021666753978266,9.772500130967396,14.772443699385434,12.51333298408694
10,15.045575550508781,15.364558849223098,14.347799584571348,15.464241130071333,15.424368217732013,15.58385986708917,15.683542147937406,15.683542147937406,15.56392341091957,15.803160884955243,16.920931527533217,15.403102664484432,15.642340138520144,20.67430167573791,10.520000000000001,9.084575155785746,9.563050103857165,9.802287577892878,10.924045511704758,12.76351586762377,10.041525051928584,9.802287577892875,14.602986223542782,12.433899792285676
11,16.88943936048461,16.91320991373314,16.83744127525346,16.92063821162331,16.91766689246724,16.929552169091505,16.936980466981673,16.936980466981673,16.928066509513474,16.945894424449868,17.029190404791585,16.916082188917347,16.93391010385374,17.308890581349235,16.55219463627115,16.445227146652783,16.480882976525567,16.49871089146196,16.582304003719287,16.71938086078579,16.51653880639836,16.49871089146196,16.856457717852294,16.694817955762304
12,17.03071058557765,17.094306976333918,16.891593480797866,17.114180848445226,17.106231299600744,17.138029494978873,17.157903367090185,17.157903367090185,17.134054720556534,17.181752013623832,17.40460436623259,17.10199154021687,17.149688833284134,18.15292189746599,16.128436791721327,15.842253033317633,15.93764761945225,15.985344912519519,16.208992220012735,16.575731406707842,16.03304220558679,15.985344912519519,16.94247059340295,16.510015136259597
13,17.65938783792693,17.84920672358671,17.24415902554623,17.908525125355403,17.884797764647917,17.97970720747781,18.039025609246504,18.039025609246504,17.967843527124096,18.110207691368906,18.77536470320169,17.872143172270633,18.014507336515457,21.0089002577983,14.966332397629074,14.112147412160141,14.396875740649786,14.53923990489461,15.206769652798187,16.301391893436147,14.681604069139432,14.539239904894613,17.39601413407408,16.105245711587653
