beta,profit_scenario_1,profit_scenario_2,profit_scenario_3,profit_scenario_4,profit_scenario_5,profit_scenario_6,profit_scenario_7,profit_scenario_8,profit_scenario_9,profit_scenario_10,profit_scenario_11,profit_scenario_12,profit_scenario_13,profit_scenario_14,profit_scenario_15,profit_scenario_16,profit_scenario_17,profit_scenario_18,profit_scenario_19,profit_scenario_20,profit_scenario_21,profit_scenario_22,profit_scenario_23,profit_scenario_24,profit_scenario_25,profit_scenario_26,profit_scenario_27,profit_scenario_28,profit_scenario_29,profit_scenario_30,profit_scenario_31,profit_scenario_32,profit_scenario_33,profit_scenario_34,profit_scenario_35,profit_scenario_36,profit_scenario_37,profit_scenario_38,profit_scenario_39,profit_scenario_40,profit_scenario_41,profit_scenario_42,profit_scenario_43,profit_scenario_44,profit_scenario_45,profit_scenario_46,profit_scenario_47,profit_scenario_48,profit_scenario_49,profit_scenario_50,profit_scenario_51,profit_scenario_52,profit_scenario_53,profit_scenario_54,profit_scenario_55,profit_scenario_56,profit_scenario_57,profit_scenario_58,profit_scenario_59,profit_scenario_60,profit_scenario_61,profit_scenario_62,profit_scenario_63,profit_scenario_64,profit_scenario_65,profit_scenario_66,profit_scenario_67,profit_scenario_68,profit_scenario_69,profit_scenario_70,profit_scenario_71,profit_scenario_72,profit_scenario_73,profit_scenario_74,profit_scenario_75,profit_scenario_76,profit_scenario_77,profit_scenario_78,profit_scenario_79,profit_scenario_80,profit_scenario_81,profit_scenario_82,profit_scenario_83,profit_scenario_84,profit_scenario_85,profit_scenario_86,profit_scenario_87,profit_scenario_88,profit_scenario_89,profit_scenario_90,profit_scenario_91,profit_scenario_92,profit_scenario_93,profit_scenario_94,profit_scenario_95,profit_scenario_96,profit_scenario_97,profit_scenario_98,profit_scenario_99,profit_scenario_100,profit_scenario_101,profit_scenario_102,profit_scenario_103,profit_scenario_104,profit_scenario_105,profit_scenario_106,profit_scenario_107,profit_scenario_108,profit_scenario_109,profit_scenario_110,profit_scenario_111,profit_scenario_112,profit_scenario_113,profit_scenario_114,profit_scenario_115,profit_scenario_116,profit_scenario_117,profit_scenario_118,profit_scenario_119,profit_scenario_120,profit_scenario_121,profit_scenario_122,profit_scenario_123,profit_scenario_124,profit_scenario_125,profit_scenario_126,profit_scenario_127,profit_scenario_128,profit_scenario_129,profit_scenario_130,profit_scenario_131,profit_scenario_132,profit_scenario_133,profit_scenario_134,profit_scenario_135,profit_scenario_136,profit_scenario_137,profit_scenario_138,profit_scenario_139,profit_scenario_140,profit_scenario_141,profit_scenario_142,profit_scenario_143,profit_scenario_144,profit_scenario_145,profit_scenario_146,profit_scenario_147,profit_scenario_148,profit_scenario_149,profit_scenario_150,profit_scenario_151,profit_scenario_152,profit_scenario_153,profit_scenario_154,profit_scenario_155,profit_scenario_156,profit_scenario_157,profit_scenario_158,profit_scenario_159,profit_scenario_160,profit_scenario_161,profit_scenario_162,profit_scenario_163,profit_scenario_164,profit_scenario_165,profit_scenario_166,profit_scenario_167,profit_scenario_168,profit_scenario_169,profit_scenario_170,profit_scenario_171,profit_scenario_172,profit_scenario_173,profit_scenario_174,profit_scenario_175,profit_scenario_176,profit_scenario_177,profit_scenario_178,profit_scenario_179,profit_scenario_180,profit_scenario_181,profit_scenario_182,profit_scenario_183,profit_scenario_184,profit_scenario_185,profit_scenario_186,profit_scenario_187,profit_scenario_188,profit_scenario_189,profit_scenario_190,profit_scenario_191,profit_scenario_192,profit_scenario_193,profit_scenario_194,profit_scenario_195,profit_scenario_196,profit_scenario_197,profit_scenario_198,profit_scenario_199,profit_scenario_200,profit_scenario_201,profit_scenario_202,profit_scenario_203,profit_scenario_204,profit_scenario_205,profit_scenario_206,profit_scenario_207,profit_scenario_208,profit_scenario_209,profit_scenario_210,profit_scenario_211,profit_scenario_212,profit_scenario_213,profit_scenario_214,profit_scenario_215,profit_scenario_216,profit_scenario_217,profit_scenario_218,profit_scenario_219,profit_scenario_220,profit_scenario_221,profit_scenario_222,profit_scenario_223,profit_scenario_224,profit_scenario_225,profit_scenario_226,profit_scenario_227,profit_scenario_228,profit_scenario_229,profit_scenario_230,profit_scenario_231,profit_scenario_232,profit_scenario_233,profit_scenario_234,profit_scenario_235,profit_scenario_236,profit_scenario_237,profit_scenario_238,profit_scenario_239,profit_scenario_240,profit_scenario_241,profit_scenario_242,profit_scenario_243,profit_scenario_244,profit_scenario_245,profit_scenario_246,profit_scenario_247,profit_scenario_248,profit_scenario_249,profit_scenario_250
0.0,192656.394926969,76290.91940801636,315867.3937962165,434331.3141602611,29458.047875976165,208512.79148574627,1633.2688901006795,122247.49797620224,83143.13385484896,18749.517037737125,29311.19391276145,53841.901347776715,40191.78652293389,198539.63157656213,118209.23797090753,346309.47223225294,104243.8655234616,39487.86755828674,143991.96827126548,103954.20571562472,28570.822717544906,33249.573391228725,111160.29959771439,190508.3729275375,72854.13895331332,149339.67814720087,243028.31390475258,97587.95773439079,170076.77352414283,91146.88141597994,256961.44605501834,547907.6693944586,82495.62696715203,214611.8221330687,265505.6454931255,195088.75778270594,77303.21232385171,6337.090638791741,332482.7514305867,86965.34320571776,77303.21232385171,97222.35351176899,18903.65180623359,27351.039169960863,143697.3075738837,204026.5743810509,135277.00523593338,62967.59940422445,230734.76730944123,118793.93564775585,137889.03290962084,54872.54835879043,265383.35043986177,18757.120973371682,26607.895250018384,150988.53816332485,122902.40295064703,86623.46829306221,126078.88438913226,125947.69978638292,77980.03980202996,122879.84484159831,76120.92710123768,104871.08113150416,174321.65357694402,32204.599489363016,103798.85143647324,105920.50999040328,327767.52818644355,9241.683842578033,332482.7514305867,123312.66981291772,189820.73864658663,44308.656291919855,9398.90128092994,333723.8917834412,69866.63637229602,11599.884008838551,157311.08705582013,125856.60189964065,1286.684778106711,258365.13704422457,205045.24819523966,151044.61208976147,430322.3531213337,198908.85928689924,52317.0448593198,103954.20571562472,198908.85928689924,125629.82641525746,107165.71286025448,140948.24737012506,68211.89353521855,289683.2789527124,76959.80169532853,153833.99418897083,18832.757121472714,38560.72711400596,264450.5820951232,19732.34726956478,137585.0299062625,414385.9115663628,67600.92630342022,123706.4638502689,40057.00268644962,9368.541832820581,30558.237648706126,9368.541832820581,183936.74391860975,13681.506176364495,61358.76576291348,30558.237648706126,71358.73716831968,52317.0448593198,14530.062223617932,58497.53359508244,286310.11579034955,57029.91687586462,299057.3018508242,11592.42804713097,9032.201453359612,147672.5266981574,252269.52813000986,29165.951545579894,9620.263022939807,243028.31390475258,57263.5179656953,123312.66981291772,17016.505847163906,14768.477037475466,134516.42161411126,118793.93564775585,179830.39569823298,97456.8351665398,186195.03693228628,195088.75778270594,28987.188623242266,138672.6988167075,179579.84810670573,346309.47223225294,180579.94147572518,237328.10663602632,265771.22998046386,40833.86924722199,57934.53503516325,76120.92710123768,204292.54809851586,13643.003968374773,66653.24671329888,16886.50497908091,212372.76544512005,183936.74391860975,94855.86278973176,11642.911784332158,108826.43214980065,110089.83799166724,69527.34678273888,143381.42183815376,55747.78858326639,66689.89809803454,184967.37435577263,146018.45984578595,149339.67814720087,34444.79838400693,77980.03980202996,348449.3949178742,471318.26778671716,105972.95303133063,266120.1497783133,29931.420321847392,194172.77746336904,46830.94334501341,264292.8667755607,155398.8890467209,122196.18808955625,108457.12831935257,67451.66732196114,76659.9130603156,6785.373050601131,188719.25310075114,117641.27441620236,186546.23601948438,381844.918349397,1243.2782150700334,159333.8450947007,66676.20248659636,27213.787122538593,153051.7479928272,157311.08705582013,87064.17485515926,257983.4975901099,40706.066392527515,12508.138059214969,71358.73716831968,27304.665027620707,179579.84810670573,56178.43555393515,143071.21990523196,152646.47339341312,139252.38271321743,53604.713669397395,8306.81622063171,14530.062223617932,20361.774734745704,107165.71286025448,289683.2789527124,248550.4409879715,432311.64144339936,174321.65357694402,28673.240386548772,6785.373050601131,145391.14359565626,87245.25623408156,129630.82958013311,195177.34661539528,307593.02892500325,62816.57652112786,189025.25328497926,71140.5998452186,7203.793916773035,17606.535529560948,140948.24737012506,43409.99950256487,67777.78500106654,118291.05033148878,39275.6253894214,151920.63132172322,380225.75436278863,277063.7883932812,265383.35043986177,7583.061342165678,143991.96827126548,96886.88387891605,180412.66081686097,170076.77352414283,134596.39124354254,115499.202592291,119288.09089829875,258835.99385644184,285562.6214694235,204292.54809851586,360594.19617559726,113876.30174488484,33332.30306644028,56179.71544354115,188386.3521620411,32230.452743022506,45603.60462230111,207540.70480806162,92157.08449319283
0.1,192492.50597199262,76266.18791458089,315726.98105936975,434095.1129146561,29791.244895111744,208478.64959463626,1693.9707113299055,122126.61366527039,83158.75437116179,18888.181199425737,29513.636398598614,53937.99261823556,40161.37650860922,198530.47173402066,118374.93863660465,346009.55055872194,104214.88631365832,39489.86881547404,144060.02578769016,104049.7217315685,28903.44427301159,33224.519320940504,111346.68460022623,190322.58369264632,72746.3069441407,149306.4032271556,242974.48423355105,97641.88483554237,170299.3911486723,91128.84548964123,256875.77641816135,547632.1788197213,82484.47983416484,214480.4605946961,265295.4787682867,194888.38366324297,77282.43066738395,6391.420649835388,332107.5374005375,87017.73969626795,77282.43066738395,97131.94711872311,19083.1398500304,27655.845579155157,143782.59296135095,203854.571947982,135325.09475872293,62954.350014669784,230535.8093280358,118760.90194761234,137795.3463342499,54999.488471907855,265272.45584518416,19038.135863232004,26816.88873481822,150867.65385239298,122831.44371017929,86702.3114337151,126235.751249475,125860.53436318146,78006.67294953059,122815.93235215468,76208.47999708445,105041.13071436538,174398.71117082716,32224.29681877894,103713.82664504265,105819.28978438147,327596.14717147965,9280.653145753004,332107.5374005375,123190.07216428214,189719.51844056483,44394.91708982325,9485.650331669718,333579.94183442637,69886.21056361562,11599.876714644615,157355.9453721283,125888.09866218275,1345.8291553928404,258072.0964013418,204845.16723871484,150973.0561574414,430126.6028062672,198736.4668280652,52438.81554342701,104049.7217315685,198736.4668280652,125580.35286476841,107087.73968621803,140872.25089230234,68357.13705649535,289308.0649226634,77012.87596883165,153856.79401566467,19032.634022014805,38865.53352320024,264394.4533359132,19791.941436370907,137448.2867697638,414213.37420908536,67568.38455182832,123814.89379201074,40407.884601230195,9604.276722843795,30777.00282589633,9604.276722843795,183806.89299897323,13883.94866220166,61533.70552193804,30777.00282589633,71254.23092473087,52438.81554342701,14827.927052626326,58470.48679698074,286238.1551940625,57002.76645873067,298889.7190587498,11616.399853366069,9027.683335004771,147743.17582104495,252197.52087614447,29268.974579523765,9820.139923481905,242974.48423355105,57393.63925274504,123190.07216428214,17040.484947592937,14738.06702315079,134379.67847761262,118760.90194761234,179665.01361377942,97437.62699305205,186150.4561030604,194888.38366324297,29124.113944398883,138520.8861184283,179541.31930976416,346009.55055872194,180443.97625091535,237306.71363650679,265679.95383316826,40939.92026764864,57904.202689064856,76208.47999708445,204082.38137367705,13665.468454281967,66697.01441671481,16908.969464988102,212188.98949299369,183806.89299897323,94933.31027506216,11905.450616857961,108886.67029199781,110052.4833369253,69436.940389693,143267.12557132548,55719.51118681385,66647.91118302786,184913.17710715008,146225.3272528357,149306.4032271556,34419.74431371871,78006.67294953059,348250.4369364689,470943.0537566681,105883.20900943223,265987.4144302426,30315.031707492875,194009.29494269245,46860.15845620877,264347.7874767904,155273.82324875967,122341.7377653455,108525.72375575532,67412.82462084849,76574.27900100357,6809.370715546374,188494.61682433364,117618.92510208397,186321.5997430669,381647.7147522159,1299.8330079751315,159182.3951274577,66897.07535701146,27452.94868796923,153176.77302570536,157355.9453721283,87020.42316052497,257786.29399292872,40678.84228329564,12508.123378731256,71254.23092473087,27598.66192276294,179541.31930976416,56210.37109949422,142931.02897181717,152606.6170902843,139158.31346874163,53623.20445102385,8345.78552380668,14827.927052626326,20632.324816134555,107087.73968621803,289308.0649226634,248257.40034508877,432057.1068919283,174398.71117082716,28887.90401716715,6809.370715546374,145498.76266036718,87167.2830600451,129649.78171952598,195035.33103702712,307452.6161881565,62956.23331987558,188852.56872498972,71036.09360162981,7410.6073734007405,18094.801514512612,140872.25089230234,43970.392901926156,67902.1211472092,118252.3199856662,39248.401280189515,152030.7960389087,379989.5531171836,276839.1521168637,265272.45584518416,7704.43662104087,144060.02578769016,96743.89148338362,180220.50605854444,170299.3911486723,134489.24904508807,115465.060701181,119467.28635603197,258638.79025926077,285376.8322345324,204082.38137367705,360375.3495860531,113791.3964307431,33552.955082105305,56308.53323284761,188213.66760205154,32203.269172984474,46138.21711707399,207388.8921097824,92353.91260221317
0.2,192319.8697346862,76266.18791458088,315364.9778563549,433598.7550639513,30136.517369724552,208122.66609035985,1865.8646040008416,121873.19750880204,83102.83906758092,19429.568666637417,30435.134725198837,53969.21241725029,40075.39714549994,198273.38860598535,118212.8594171463,345736.81887097994,104094.87565059797,39649.68930537383,144060.02578769016,104049.72173156847,29263.402025131167,33133.721081318145,111239.13660697613,189916.22449880154,72709.47955029501,149434.93742572857,242495.2833751974,97609.75306725943,170148.64350771814,91198.81363286512,256766.5107455108,547125.1131881033,82723.19757284185,214173.63431458623,265073.93929964275,194707.22596235346,77282.43066738397,6398.714686540598,332444.44807986275,87017.73969626795,77282.43066738397,96957.74732583495,19620.357394306557,27994.33248806642,143782.59296135098,203697.34492246542,135325.09475872293,63154.62987494657,230161.4818743882,118453.53934124277,137681.40342417755,55157.12248103027,264910.4526421693,19182.009469095035,27487.515189510803,150723.39233044346,122901.41185340316,86804.26993030586,125873.74804646012,125854.01806985032,77947.04093364737,123344.56009466671,76095.87373650876,104928.52445378971,174398.71117082716,32367.07780238552,103550.9258718327,105647.23619876415,327413.1575152479,9583.375524899002,332444.44807986275,122953.29917502224,189547.46485494752,44394.917089823255,9616.901031185484,333205.9016977764,69978.26392772836,11762.428870193258,156978.46171956675,125888.09866218275,1422.6978972313568,257852.91145283545,204826.96950996682,151516.4190509888,429500.6763776858,198564.54565221348,52512.62853738429,104049.72173156847,198564.54565221348,125286.2184806439,106937.6624654522,140764.88767640473,68415.07622189206,289043.74876719667,77209.68756818648,153808.78522067142,19353.537881861266,38979.09251499233,264460.4682688477,19803.057626693477,137317.01597379692,414185.5094358209,67897.72785463944,123814.89379201071,40544.6261939671,9892.799766742897,31482.964886532864,9892.799766742897,183459.62835731552,14805.446988801876,61746.957580217815,31482.964886532864,71148.74800832581,52512.62853738429,14907.876010493806,58385.844458351945,286224.2910180731,56915.61554799939,298678.8314533283,11623.430025558115,9132.411072410965,147743.17582104495,252086.30267019366,29329.107694934748,10160.246289275587,242495.2833751974,57470.742549243674,122953.29917502224,16966.255250397568,14733.379946202738,134066.38089996352,118453.53934124277,179513.14495185416,97405.60711131206,185692.2889659793,194707.22596235346,29394.834554013327,138217.684596542,179068.34337317658,345736.81887097994,180430.61277007053,237099.20875587003,265305.9136965183,41002.66293335102,57823.14321983911,76095.87373650876,203699.28726387565,13633.007594131286,66697.0144167148,16824.144736134327,212004.7856893799,183459.62835731552,94933.31027506216,12159.277775373965,108886.6702919978,110052.48333692532,69244.49093932034,143160.41196076796,55716.52443142955,66487.4251647126,184557.04738225057,146069.55769224482,149434.93742572857,34328.94607409635,77947.04093364737,347876.10948282114,470678.7376012014,105863.52114859977,265807.6955024329,30701.90875824997,193623.04073015423,46993.13450717651,264287.9528573884,155047.11154116117,122472.06863486538,108434.85300936032,67537.93485019506,76555.10779950873,6816.433304512226,188368.5682461558,118132.89665491559,186581.07066200752,381189.54761513486,1305.8065187437119,158982.2753868554,66880.25795822337,27619.73821656586,153059.09620915042,156978.46171956675,87424.2187883457,257617.7724097851,40672.95124195177,12668.264212498838,71148.74800832581,27880.996481883863,179068.34337317658,56861.10690607576,142791.51343230068,153036.57267244035,138977.15576785218,53554.63513012647,8648.507902952682,14907.876010493806,20880.794914570222,106937.6624654522,289043.74876719667,248038.2153965824,431792.7907364617,174398.71117082716,29620.388786551157,6816.433304512226,145394.10771456175,87017.20583927928,129588.47850006953,194652.49553494947,307090.6129851416,63040.46020241818,188558.0851348977,70929.37999107223,7611.933561028773,18508.226108047384,140764.88767640473,44383.29733037061,67933.55037099862,118252.31998566617,39242.510238845665,152030.7960389087,379493.19526647887,276713.1035386859,264910.4526421693,7999.318921250389,144060.02578769016,96629.94857331135,180056.6859823078,170148.64350771814,134683.54231884866,115340.34191585936,119569.69674646265,258180.62312217968,284970.4730406876,203699.28726387565,360173.84186679346,114094.61433358281,34199.225551204705,56385.52307063792,188111.94376051874,32116.1182622532,46788.84313944509,207085.6905878961,92219.68181890898
0.3,192181.3702425365,76240.63749763217,315272.23021341336,433413.50234876055,30326.787152594105,208022.99444940488,1865.9511569048746,121763.49738414823,83004.64674704296,19583.580904072413,30596.659754703844,53952.18946196732,40075.29883630571,198283.98616443484,118328.21214482265,345550.57423143456,104003.5864336782,39695.22283988996,144183.18895554903,103950.3157212874,29419.80134990607,33133.721081318145,111146.94278929272,189773.6803908778,72577.79177402661,149250.05792900248,242330.4286604153,97658.77107080781,170204.640913202,91246.28298351027,256818.7254616398,546960.2584733212,82620.67016298101,214039.3209676707,264855.74175353337,194592.12638088688,77260.83733707404,6398.714686540598,332259.22635891626,87116.67492942924,77260.83733707404,96852.65340309723,19769.955433635914,28139.87837355481,143935.88137259014,203606.40912140388,135401.12111957153,63057.510394925,229996.13652134003,118353.76645526722,137722.10032437308,55209.3371971593,264915.83711697586,19338.973642922298,27646.166662601932,150613.69220578964,122948.88120404832,86719.01814540153,125781.00040351861,125794.87414413011,77923.66278551347,123210.65806202481,76128.86863453696,105040.10603597303,174539.5678695912,32445.008116486755,103447.60817925306,105558.98850322186,327290.5183389744,9662.422781959776,332259.22635891626,122873.12826545321,189459.21715940523,44308.45073869504,9789.833733441945,333096.7677552026,69906.71433511082,11762.373837451049,156836.14683587517,125996.715443868,1431.7445985334211,257682.43034325805,204732.58114251497,151370.56764455844,429492.1691849677,198422.23076852187,52624.51524055341,103950.3157212874,198422.23076852187,125184.7033601522,106839.85843047226,140671.07450511216,68468.65124124687,288858.5270462502,77406.98582779862,153670.589077429,19488.646965055625,39124.63840048072,264538.4764269122,19961.38379316148,137184.21906398775,414377.87465167284,67817.17692931788,123710.96972013918,40741.39809291771,10036.47300789825,31681.776907094973,10036.47300789825,183355.29396915706,14966.972018306882,61812.30968634685,31681.776907094973,70996.71136299025,52624.51524055341,15056.014729808545,58385.954523836364,286365.1477168372,56915.61554799939,298553.34705306235,11623.33171636389,9127.887721759935,147869.45118815752,252139.87768954848,29424.261811231292,10295.355372469938,242330.4286604153,57590.6794508343,122873.12826545321,16966.211235880903,14733.281637008513,133933.58399015435,118353.76645526722,179377.87586372407,97411.78380651909,185551.78581717226,194592.12638088688,29516.97801218365,138085.20921303917,178950.5287219204,345550.57423143456,180374.81071342956,237121.3628937015,265305.9136965183,41100.434346439,57823.14321983911,76128.86863453696,203481.08971776627,13633.007594131286,66774.94473081602,16824.144736134327,211850.7636360128,183355.29396915706,94850.96384216586,12280.271689064291,108991.72371261824,110014.23720209426,69139.39701658263,143008.3753154324,55712.00108077851,66376.04172084245,184391.70202920245,146189.49459383546,149250.05792900248,34328.94607409635,77923.66278551347,347710.76412977296,470493.5158802549,105788.7221289351,265874.0024187502,30939.869808622716,193490.95866680864,47092.0697403378,264471.66540157545,154895.4549629103,122359.97407354559,108300.42420782874,67450.67147490202,76529.26641519021,6816.433304512226,188274.7550748632,118011.10569943555,186487.25749071492,381049.0444663279,1314.8532200457762,158867.14378710996,66922.33841532015,27704.353027551664,152874.99699674195,156836.14683587517,87332.78713152886,257477.26926097812,40672.89620920956,12668.209917821274,70996.71136299025,28011.406498598706,178950.5287219204,56985.23402154316,142683.48380003648,152867.2450656453,138862.0561863856,53445.12268013179,8727.55516001346,15056.014729808545,21049.30634942116,106839.85843047226,288858.5270462502,247867.73428700503,431897.9081305633,174539.5678695912,29785.081652343746,6816.433304512226,145508.7221709579,86919.40180429933,129472.58152527761,194543.1415937867,306997.86534220004,63168.87241212389,188480.99324569802,70777.34334573669,7734.596887184167,18776.030173331164,140671.07450511216,44579.24512876281,67910.00287308593,118212.58594916956,39242.455206103456,151905.31163864274,379307.94255128806,276619.2903673933,264915.83711697586,8101.347484523616,144183.18895554903,96551.34105926592,179940.2456738781,170204.640913202,134573.01999308856,115240.67027490436,119519.99848769199,258040.1199733727,284827.92893276387,203481.08971776627,360042.8618609342,113991.25962537885,34451.90809923648,56504.11812028903,188034.85187131906,32116.074985801184,47080.54595230581,206953.21520439326,92205.15679009636
0.4,191957.74681933687,76126.14095261792,315084.1349411902,433119.76035356964,30566.218778741506,207966.30228686339,1871.7160176439056,121573.22232587596,82948.70544521515,19615.885093143574,30638.14726858572,53888.91554769711,40072.30513851698,198477.8902018806,118556.3780966475,345277.9441080577,103956.17343466656,39708.52623075749,144206.81543802225,103884.11246342595,29456.45849697534,33106.77362525245,110958.8475170695,189547.02925417814,72421.37971596571,148977.42780562563,242242.89588282374,97669.08077646731,170219.43742080542,91315.77309590974,256809.50184846437,546841.6353218456,82466.57658428747,213839.12500069843,264534.1249034042,194413.11797801894,77143.65659029066,6405.915434453017,332001.10563239636,87134.8646141353,77143.65659029066,96676.99497103936,19804.62475623966,28293.24201690994,143965.48859039755,203462.54710798446,135417.81562044405,62922.08926989989,229891.45687824057,118301.0102974722,137628.83393253345,55236.368619815796,264781.8401008185,19573.335136489077,27681.599478623542,150426.3413812593,123018.37131644778,86540.5456512832,125592.90513129541,125757.04000018498,77831.43561961313,123003.67450789372,76112.52436638849,105264.22266006604,174566.3187706959,32464.02735552585,103293.51460055949,105420.2462538955,327117.63996400015,9704.81234762455,332001.10563239636,122816.45180081064,189320.47491007886,44254.94961603782,9896.54106168097,333021.3251943828,69746.68021029531,11766.478909006068,156633.954073606,126016.83597804187,1482.8338727293246,257438.52066288856,204662.13356918635,151143.53729192255,429201.24053315027,198195.80482474976,52857.99472671036,103884.11246342595,198195.80482474976,125128.05656492851,106704.43730544712,140562.61102658967,68486.34263929553,288584.2995570207,77444.61548024401,153570.4094024744,19517.348026842395,39278.00204383586,264544.90473927674,19987.137045742777,136992.36404026937,414384.1587178213,67676.02142652808,123639.95661722946,40989.82044485981,10392.984972252867,31722.436285934644,10392.984972252867,183285.4400053017,15192.220338042676,61848.966833416125,31722.436285934644,70809.89459528793,52857.99472671036,15252.151516009422,58380.18906232563,286376.4295376443,56909.48183335044,298363.89120796905,11630.13620501539,9130.693359695419,147893.97735883406,252127.0972826103,29620.39859743217,10325.906609543612,242242.89588282374,57839.10180277641,122816.45180081064,16971.11646535815,14732.465745477857,133736.8525005005,118301.0102974722,179172.52315051865,97524.55333261288,185451.60614221773,194413.11797801894,29541.01616437358,137928.79715497824,178884.09212329122,345277.9441080577,180326.33690425588,237363.6261511478,265264.90891650884,41302.843725536244,57820.54578131132,76112.52436638849,203155.14484679844,13614.127955934691,66790.13889204868,16803.862278969988,211607.68305522628,183285.4400053017,94796.99580732334,12384.546800753451,109012.63566306263,109894.52138902055,68963.24967936345,142820.1853895502,55708.66858132784,66321.60956651466,184307.3266672555,146431.67832229365,148977.42780562563,34301.998618030644,77831.43561961313,347606.08448667347,470219.2883910254,105763.67731764229,265727.2881715917,31243.26850468723,193402.28021679336,47110.259425043856,264829.21975426155,154675.40685428263,122116.80566825085,108089.16832784913,67265.18673924923,76451.56935960852,6823.634052424644,188145.4432336452,117838.22732446127,186368.27365001303,380948.8647913733,1321.518218947131,158753.79977547267,66924.5322542917,27714.61644734134,152581.25500155112,156633.954073606,87189.15627569778,257384.8491402171,40668.83547815737,12664.149186769082,70809.89459528793,28035.33652013124,178884.09212329122,57026.72153542502,142538.65298874784,152623.33538527583,138683.0477835176,53390.690525804,8810.177310926458,15252.151516009422,21251.715728518415,106704.43730544712,288584.2995570207,247623.82460663552,431674.2947625443,174566.3187706959,29822.085069987996,6823.634052424644,145737.82894732396,86783.98067927417,129390.6758463509,194468.46743729856,306809.7700699769,63436.388077269585,188414.8519754632,70589.15341985451,7993.062146797738,19317.042172068133,140562.61102658967,44579.93887522927,67809.04259190884,118078.8281165967,39238.39447505126,151825.8322424061,379014.2005560972,276489.97852617525,264781.8401008185,8223.34817821109,144206.81543802225,96435.86498925525,179771.36837495503,170219.43742080542,134423.84540800308,115190.17365410484,119357.12720880036,257939.94029841808,284601.2777960642,203155.14484679844,359849.3460171483,113847.11246083974,34498.19379335925,56750.44925675081,187973.87460134237,32109.941271152224,47445.23583055599,206796.80314633236,92122.32155695403
