p_value,below_cvar,below_also_x,also_x_bids,cvar_bids
0.75,0.12355555555555556,0.27799999999999997,346.0413071233624,320.2742191869674
0.8,0.1061111111111111,0.23955555555555555,340.4650200209225,314.5286548933596
0.85,0.08955555555555555,0.19144444444444444,333.64391520730425,306.9469948124019
0.9,0.07111111111111111,0.12877777777777777,321.8061393650475,296.4980071934071
0.95,0.04666666666666666,0.08288888888888889,303.6364140160623,279.1699010793507
0.99,0.017444444444444443,0.028,262.7954678376639,247.82287907406476
