Date,hour,price
2023-04-13,20,155.2
2023-04-13,21,150.98
2023-04-13,22,134.04
2023-04-13,23,120.1
2023-04-14,0,118.09
2023-04-14,1,112.8
2023-04-14,2,116.54
2023-04-14,3,112.8
2023-04-14,4,113.14
2023-04-14,5,127.4
2023-04-14,6,144.74
2023-04-14,7,171.76
2023-04-14,8,176.11
2023-04-14,9,150.88
2023-04-14,10,129.86
2023-04-14,11,118.66
2023-04-14,12,107.54
2023-04-14,13,105.8
2023-04-14,14,106.22
2023-04-14,15,109.3
2023-04-14,16,105.24
2023-04-14,17,116.54
2023-04-14,18,138.16
2023-04-14,19,151.69
2023-04-14,20,152.21
2023-04-14,21,151
2023-04-14,22,134.33
2023-04-14,23,120.29
2023-04-15,0,123.9
2023-04-15,1,112
2023-04-15,2,114.38
2023-04-15,3,108
2023-04-15,4,105.14
2023-04-15,5,103.55
2023-04-15,6,105.12
2023-04-15,7,104.53
2023-04-15,8,105.54
2023-04-15,9,101.1
2023-04-15,10,94.92
2023-04-15,11,93.94
2023-04-15,12,83.31
2023-04-15,13,81.95
2023-04-15,14,81.97
2023-04-15,15,82.27
2023-04-15,16,87.75
2023-04-15,17,98.81
2023-04-15,18,112.66
2023-04-15,19,129.98
2023-04-15,20,134.51
2023-04-15,21,127.8
2023-04-15,22,127.71
2023-04-15,23,119.3
2023-04-16,0,111.55
2023-04-16,1,103.49
2023-04-16,2,102.68
2023-04-16,3,101.09
2023-04-16,4,102.63
2023-04-16,5,103.5
2023-04-16,6,103.5
2023-04-16,7,103.37
2023-04-16,8,110.43
2023-04-16,9,114.68
2023-04-16,10,111.04
2023-04-16,11,107.83
2023-04-16,12,104.05
2023-04-16,13,98.16
2023-04-16,14,94.71
2023-04-16,15,94.26
2023-04-16,16,96.04
2023-04-16,17,100.97
2023-04-16,18,115.21
2023-04-16,19,132.88
2023-04-16,20,140
2023-04-16,21,135
2023-04-16,22,129.97
2023-04-16,23,125.35
2023-04-17,0,114.75
2023-04-17,1,111.14
2023-04-17,2,108.96
2023-04-17,3,110.44
2023-04-17,4,110
2023-04-17,5,115.03
2023-04-17,6,140.82
2023-04-17,7,178.68
2023-04-17,8,200.51
2023-04-17,9,163.14
2023-04-17,10,135.61
2023-04-17,11,117.6
2023-04-17,12,105.13
2023-04-17,13,100.92
2023-04-17,14,96.99
2023-04-17,15,92.75
2023-04-17,16,96.76
2023-04-17,17,100.99
2023-04-17,18,122.33
2023-04-17,19,143.61
2023-04-17,20,142.78
2023-04-17,21,134.25
2023-04-17,22,122.82
2023-04-17,23,109.16
2023-04-18,0,105.31
2023-04-18,1,102.07
2023-04-18,2,101.1
2023-04-18,3,101.29
2023-04-18,4,100.55
2023-04-18,5,101.27
2023-04-18,6,127
2023-04-18,7,140.27
2023-04-18,8,154.88
2023-04-18,9,130.34
2023-04-18,10,102.92
2023-04-18,11,99.59
2023-04-18,12,90.08
2023-04-18,13,84
2023-04-18,14,78.79
2023-04-18,15,77.63
2023-04-18,16,79.2
2023-04-18,17,91.47
2023-04-18,18,97.63
2023-04-18,19,99.91
2023-04-18,20,104.47
2023-04-18,21,104.33
2023-04-18,22,103.47
2023-04-18,23,95.74
2023-04-19,0,102.2
2023-04-19,1,97.54
2023-04-19,2,99.92
2023-04-19,3,98.95
2023-04-19,4,101.33
2023-04-19,5,105.87
2023-04-19,6,130
2023-04-19,7,138.94
2023-04-19,8,137
2023-04-19,9,104.1
2023-04-19,10,70
2023-04-19,11,56.91
2023-04-19,12,29.6
2023-04-19,13,5.29
2023-04-19,14,0.09
2023-04-19,15,2.71
2023-04-19,16,22.74
2023-04-19,17,72.31
2023-04-19,18,91.48
2023-04-19,19,110.83
2023-04-19,20,109.75
2023-04-19,21,109.75
2023-04-19,22,108.04
2023-04-19,23,101.45
2023-04-20,0,99.79
2023-04-20,1,94.35
2023-04-20,2,96.56
2023-04-20,3,94.78
2023-04-20,4,96.98
2023-04-20,5,100.64
2023-04-20,6,105.27
2023-04-20,7,105.33
2023-04-20,8,104.42
2023-04-20,9,97.37
2023-04-20,10,69.28
2023-04-20,11,58.87
2023-04-20,12,55.82
2023-04-20,13,51.25
2023-04-20,14,48.05
2023-04-20,15,48.08
2023-04-20,16,50.01
2023-04-20,17,95.41
2023-04-20,18,99.83
2023-04-20,19,104.01
2023-04-20,20,108.29
2023-04-20,21,107.92
2023-04-20,22,105.67
2023-04-20,23,103.2
2023-04-21,0,98.42
2023-04-21,1,91.88
2023-04-21,2,91.01
2023-04-21,3,92.98
2023-04-21,4,92.6
2023-04-21,5,95.23
2023-04-21,6,114.36
2023-04-21,7,132.81
2023-04-21,8,134.5
2023-04-21,9,106.25
2023-04-21,10,90
2023-04-21,11,77.43
2023-04-21,12,28.35
2023-04-21,13,0.09
2023-04-21,14,0.05
2023-04-21,15,5.29
2023-04-21,16,58.57
2023-04-21,17,90.07
2023-04-21,18,123
2023-04-21,19,140.57
2023-04-21,20,143.88
2023-04-21,21,126.22
2023-04-21,22,106.03
2023-04-21,23,99.06
2023-04-22,0,99.04
2023-04-22,1,95.19
2023-04-22,2,92.1
2023-04-22,3,92.95
2023-04-22,4,91.29
2023-04-22,5,95.99
2023-04-22,6,99.82
2023-04-22,7,102.58
2023-04-22,8,99.1
2023-04-22,9,86
2023-04-22,10,74.67
2023-04-22,11,45.06
2023-04-22,12,26.2
2023-04-22,13,10.02
2023-04-22,14,5.62
2023-04-22,15,29.95
2023-04-22,16,72.91
2023-04-22,17,89.09
2023-04-22,18,99.28
2023-04-22,19,106.09
2023-04-22,20,111.65
2023-04-22,21,104.59
2023-04-22,22,101.63
2023-04-22,23,100.54
2023-04-23,0,104.88
2023-04-23,1,97.27
2023-04-23,2,94.97
2023-04-23,3,89.39
2023-04-23,4,86.63
2023-04-23,5,88.74
2023-04-23,6,89.88
2023-04-23,7,93.78
2023-04-23,8,93.43
2023-04-23,9,90.41
2023-04-23,10,79.33
2023-04-23,11,48.16
2023-04-23,12,35.5
2023-04-23,13,10.02
2023-04-23,14,4.88
2023-04-23,15,34.71
2023-04-23,16,64.15
2023-04-23,17,100.25
2023-04-23,18,125.74
2023-04-23,19,138.14
2023-04-23,20,137.13
2023-04-23,21,125.02
2023-04-23,22,116.95
2023-04-23,23,109.6
2023-04-24,0,87.7
2023-04-24,1,83.58
2023-04-24,2,82.09
2023-04-24,3,76.4
2023-04-24,4,75.08
2023-04-24,5,86.55
2023-04-24,6,114.6
2023-04-24,7,133.8
2023-04-24,8,135
2023-04-24,9,126.92
2023-04-24,10,110.81
2023-04-24,11,108.01
2023-04-24,12,98.07
2023-04-24,13,94.9
2023-04-24,14,87
2023-04-24,15,84.91
2023-04-24,16,85.89
2023-04-24,17,97.61
2023-04-24,18,117.41
2023-04-24,19,134.57
2023-04-24,20,132.71
2023-04-24,21,112.68
2023-04-24,22,110.26
2023-04-24,23,100.79
2023-04-25,0,96.41
2023-04-25,1,95.08
2023-04-25,2,93.63
2023-04-25,3,89.17
2023-04-25,4,88.97
2023-04-25,5,93.69
2023-04-25,6,100.5
2023-04-25,7,101.92
2023-04-25,8,101.95
2023-04-25,9,97.09
2023-04-25,10,75.62
2023-04-25,11,60.01
2023-04-25,12,34.9
2023-04-25,13,24.9
2023-04-25,14,13.88
2023-04-25,15,14.24
2023-04-25,16,20.74
2023-04-25,17,34.32
2023-04-25,18,66.5
2023-04-25,19,90.92
2023-04-25,20,96.56
2023-04-25,21,96.77
2023-04-25,22,91.87
2023-04-25,23,87.39
2023-04-26,0,89.84
2023-04-26,1,87.74
2023-04-26,2,88.64
2023-04-26,3,86.84
2023-04-26,4,87.81
2023-04-26,5,94.65
2023-04-26,6,102.93
2023-04-26,7,108.97
2023-04-26,8,105.68
2023-04-26,9,76.6
2023-04-26,10,75.91
2023-04-26,11,58.86
2023-04-26,12,38.06
2023-04-26,13,44.56
2023-04-26,14,41.14
2023-04-26,15,37.21
2023-04-26,16,42.42
2023-04-26,17,67.86
2023-04-26,18,97.89
2023-04-26,19,102.27
2023-04-26,20,103.77
2023-04-26,21,107.45
2023-04-26,22,103.04
2023-04-26,23,102.04
2023-04-27,0,106.58
2023-04-27,1,100.37
2023-04-27,2,97.61
2023-04-27,3,96.1
2023-04-27,4,97.07
2023-04-27,5,102.91
2023-04-27,6,116.86
2023-04-27,7,142.75
2023-04-27,8,132.35
2023-04-27,9,105.36
2023-04-27,10,94.64
2023-04-27,11,90.97
2023-04-27,12,87.93
2023-04-27,13,87.3
2023-04-27,14,87.7
2023-04-27,15,86.32
2023-04-27,16,88.76
2023-04-27,17,97.82
2023-04-27,18,109.27
2023-04-27,19,128.17
2023-04-27,20,159.65
2023-04-27,21,141.5
2023-04-27,22,125.42
2023-04-27,23,101.54
2023-04-28,0,102.03
2023-04-28,1,92.97
2023-04-28,2,90.35
2023-04-28,3,92.68
2023-04-28,4,92.91
2023-04-28,5,95.85
2023-04-28,6,113.77
2023-04-28,7,123.82
2023-04-28,8,126.81
2023-04-28,9,120.69
2023-04-28,10,113.18
2023-04-28,11,106.17
2023-04-28,12,102.05
2023-04-28,13,93.09
2023-04-28,14,90.19
2023-04-28,15,89
2023-04-28,16,90.61
2023-04-28,17,100.24
2023-04-28,18,115.42
2023-04-28,19,120.04
2023-04-28,20,125.4
2023-04-28,21,124.34
2023-04-28,22,116.71
2023-04-28,23,105.48
2023-04-29,0,115.59
2023-04-29,1,108.56
2023-04-29,2,106.1
2023-04-29,3,105
2023-04-29,4,101.24
2023-04-29,5,102.75
2023-04-29,6,103.24
2023-04-29,7,109.4
2023-04-29,8,115.64
2023-04-29,9,106.61
2023-04-29,10,103.59
2023-04-29,11,92.87
2023-04-29,12,82.23
2023-04-29,13,75.29
2023-04-29,14,66.2
2023-04-29,15,69.05
2023-04-29,16,76
2023-04-29,17,85
2023-04-29,18,88.98
2023-04-29,19,99.78
2023-04-29,20,105.04
2023-04-29,21,108.21
2023-04-29,22,108.13
2023-04-29,23,106.7
2023-04-30,0,99.28
2023-04-30,1,91.09
2023-04-30,2,88.38
2023-04-30,3,85.61
2023-04-30,4,85.52
2023-04-30,5,88.27
2023-04-30,6,85.84
2023-04-30,7,82
2023-04-30,8,75
2023-04-30,9,50
2023-04-30,10,27.7
2023-04-30,11,5.64
2023-04-30,12,-2.55
2023-04-30,13,-5.33
2023-04-30,14,-3.08
2023-04-30,15,1.19
2023-04-30,16,14
2023-04-30,17,70.57
2023-04-30,18,106.96
2023-04-30,19,121.16
2023-04-30,20,123.6
2023-04-30,21,122.2
2023-04-30,22,117.12
2023-04-30,23,108.71
2023-05-01,0,109.9
2023-05-01,1,99.9
2023-05-01,2,95.49
2023-05-01,3,89.98
2023-05-01,4,87.29
2023-05-01,5,88
2023-05-01,6,87.16
2023-05-01,7,84.2
2023-05-01,8,83.14
2023-05-01,9,84.04
2023-05-01,10,74.29
2023-05-01,11,67.99
2023-05-01,12,54.63
2023-05-01,13,34.69
2023-05-01,14,29.99
2023-05-01,15,41.19
2023-05-01,16,76.25
2023-05-01,17,95.12
2023-05-01,18,113.86
2023-05-01,19,124.64
2023-05-01,20,125.8
2023-05-01,21,121.72
2023-05-01,22,117.9
2023-05-01,23,101.63
2023-05-02,0,98.48
2023-05-02,1,85.6
2023-05-02,2,83.3
2023-05-02,3,80.9
2023-05-02,4,81.22
2023-05-02,5,90.39
2023-05-02,6,111.06
2023-05-02,7,127.42
2023-05-02,8,134.89
2023-05-02,9,122.99
2023-05-02,10,115.69
2023-05-02,11,108.96
2023-05-02,12,98.46
2023-05-02,13,92.76
2023-05-02,14,86.32
2023-05-02,15,80.92
2023-05-02,16,84.83
2023-05-02,17,94.43
2023-05-02,18,117.38
2023-05-02,19,130
2023-05-02,20,142.86
2023-05-02,21,133.69
2023-05-02,22,124.02
2023-05-02,23,113.8
2023-05-03,0,107.43
2023-05-03,1,102.42
2023-05-03,2,100.97
2023-05-03,3,97.8
2023-05-03,4,99.95
2023-05-03,5,107.51
2023-05-03,6,123.28
2023-05-03,7,133.02
2023-05-03,8,125.1
2023-05-03,9,110.1
2023-05-03,10,91.16
2023-05-03,11,84.16
2023-05-03,12,77.83
2023-05-03,13,80.02
2023-05-03,14,75.13
2023-05-03,15,73.5
2023-05-03,16,83.86
2023-05-03,17,97.59
2023-05-03,18,121.12
2023-05-03,19,140.08
2023-05-03,20,171.58
2023-05-03,21,132.25
2023-05-03,22,120.95
2023-05-03,23,114.73
2023-05-04,0,100.13
2023-05-04,1,95.24
2023-05-04,2,94.16
2023-05-04,3,95.26
2023-05-04,4,95.91
2023-05-04,5,106.94
2023-05-04,6,125
2023-05-04,7,130
2023-05-04,8,119.9
2023-05-04,9,104.42
2023-05-04,10,90
2023-05-04,11,79.6
2023-05-04,12,70.06
2023-05-04,13,60.21
2023-05-04,14,56.69
2023-05-04,15,65.28
2023-05-04,16,78.88
2023-05-04,17,99.6
2023-05-04,18,111.69
2023-05-04,19,118.17
2023-05-04,20,120.49
2023-05-04,21,114.74
2023-05-04,22,105.12
2023-05-04,23,93.02
2023-05-05,0,81.89
2023-05-05,1,77.05
2023-05-05,2,76.05
2023-05-05,3,76.97
2023-05-05,4,76.32
2023-05-05,5,85.42
2023-05-05,6,94.02
2023-05-05,7,101.94
2023-05-05,8,83.63
2023-05-05,9,65.12
2023-05-05,10,37.35
2023-05-05,11,13.26
2023-05-05,12,6.1
2023-05-05,13,6
2023-05-05,14,6.02
2023-05-05,15,6.41
2023-05-05,16,21.16
2023-05-05,17,77.93
2023-05-05,18,79.36
2023-05-05,19,78.58
2023-05-05,20,77.84
2023-05-05,21,81.43
2023-05-05,22,78.12
2023-05-05,23,72.65
2023-05-06,0,75.15
2023-05-06,1,72.63
2023-05-06,2,77.46
2023-05-06,3,78.33
2023-05-06,4,81.02
2023-05-06,5,81.75
2023-05-06,6,82.07
2023-05-06,7,88.12
2023-05-06,8,84.6
2023-05-06,9,85.87
2023-05-06,10,79.12
2023-05-06,11,72.63
2023-05-06,12,70.31
2023-05-06,13,55.75
2023-05-06,14,50
2023-05-06,15,63.16
2023-05-06,16,72.85
2023-05-06,17,82.2
2023-05-06,18,86.22
2023-05-06,19,88.61
2023-05-06,20,95.57
2023-05-06,21,97.26
2023-05-06,22,95.69
2023-05-06,23,89.42
2023-05-07,0,89.78
2023-05-07,1,83.5
2023-05-07,2,82.66
2023-05-07,3,83.51
2023-05-07,4,82.94
2023-05-07,5,84.07
2023-05-07,6,83.14
2023-05-07,7,81.87
2023-05-07,8,75.87
2023-05-07,9,67.6
2023-05-07,10,33.9
2023-05-07,11,5.09
2023-05-07,12,-0.04
2023-05-07,13,-0.99
2023-05-07,14,-0.03
2023-05-07,15,15.44
2023-05-07,16,56.62
2023-05-07,17,75.97
2023-05-07,18,94.94
2023-05-07,19,97.76
2023-05-07,20,97.87
2023-05-07,21,97.94
2023-05-07,22,96.09
2023-05-07,23,95.05
2023-05-08,0,85.92
2023-05-08,1,83.93
2023-05-08,2,83.78
2023-05-08,3,83.13
2023-05-08,4,84.09
2023-05-08,5,88
2023-05-08,6,103.29
2023-05-08,7,117.87
2023-05-08,8,110.97
2023-05-08,9,97.61
2023-05-08,10,89.63
2023-05-08,11,79.68
2023-05-08,12,75.06
2023-05-08,13,69.48
2023-05-08,14,62.9
2023-05-08,15,60.21
2023-05-08,16,73.54
2023-05-08,17,87.64
2023-05-08,18,92.47
2023-05-08,19,93.98
2023-05-08,20,100.57
2023-05-08,21,99.9
2023-05-08,22,92.03
2023-05-08,23,82.06
2023-05-09,0,82.07
2023-05-09,1,79.1
2023-05-09,2,79.22
2023-05-09,3,81.47
2023-05-09,4,82.52
2023-05-09,5,85.94
2023-05-09,6,95.14
2023-05-09,7,93.26
2023-05-09,8,93.42
2023-05-09,9,92.03
2023-05-09,10,83.87
2023-05-09,11,70.95
2023-05-09,12,65.76
2023-05-09,13,61.91
2023-05-09,14,68.29
2023-05-09,15,76.02
2023-05-09,16,76.89
2023-05-09,17,92.59
2023-05-09,18,92
2023-05-09,19,95.37
2023-05-09,20,92.57
2023-05-09,21,92.4
2023-05-09,22,87.65
2023-05-09,23,80.86
2023-05-10,0,68.8
2023-05-10,1,65.33
2023-05-10,2,64.44
2023-05-10,3,63.81
2023-05-10,4,64.18
2023-05-10,5,70.06
2023-05-10,6,78.67
2023-05-10,7,84.57
2023-05-10,8,84.92
2023-05-10,9,84.31
2023-05-10,10,79.25
2023-05-10,11,79.35
2023-05-10,12,77.62
2023-05-10,13,80.53
2023-05-10,14,81.38
2023-05-10,15,83.92
2023-05-10,16,78.55
2023-05-10,17,100.37
2023-05-10,18,120
2023-05-10,19,135.73
2023-05-10,20,147.42
2023-05-10,21,134.29
2023-05-10,22,117.59
2023-05-10,23,109.84
2023-05-11,0,100
2023-05-11,1,96.94
2023-05-11,2,96
2023-05-11,3,97.28
2023-05-11,4,97.9
2023-05-11,5,104.23
2023-05-11,6,121.11
2023-05-11,7,148.33
2023-05-11,8,167.78
2023-05-11,9,135.47
2023-05-11,10,126.71
2023-05-11,11,115.79
2023-05-11,12,104.53
2023-05-11,13,100.01
2023-05-11,14,99.37
2023-05-11,15,109.51
2023-05-11,16,113.54
2023-05-11,17,115.27
2023-05-11,18,123.63
2023-05-11,19,147
2023-05-11,20,132.8
2023-05-11,21,118.4
2023-05-11,22,113.99
2023-05-11,23,101.66
2023-05-12,0,98.53
2023-05-12,1,90.55
2023-05-12,2,89.84
2023-05-12,3,90
2023-05-12,4,90.8
2023-05-12,5,98.68
2023-05-12,6,116.99
2023-05-12,7,130
2023-05-12,8,137.98
2023-05-12,9,113.3
2023-05-12,10,101.6
2023-05-12,11,97.48
2023-05-12,12,74.97
2023-05-12,13,64.1
2023-05-12,14,62.51
2023-05-12,15,69.55
2023-05-12,16,80.62
2023-05-12,17,94.01
2023-05-12,18,106.63
2023-05-12,19,119.62
2023-05-12,20,122.12
2023-05-12,21,115.8
2023-05-12,22,101.18
2023-05-12,23,97.82
2023-05-13,0,104.91
2023-05-13,1,98.29
2023-05-13,2,94.84
2023-05-13,3,96.14
2023-05-13,4,96.54
2023-05-13,5,97.83
2023-05-13,6,96.96
2023-05-13,7,94.72
2023-05-13,8,94.47
2023-05-13,9,89.08
2023-05-13,10,71.35
2023-05-13,11,30.12
2023-05-13,12,15.53
2023-05-13,13,5.55
2023-05-13,14,5.06
2023-05-13,15,6.17
2023-05-13,16,27.72
2023-05-13,17,75.41
2023-05-13,18,84.51
2023-05-13,19,108.62
2023-05-13,20,118.6
2023-05-13,21,113.48
2023-05-13,22,109.96
2023-05-13,23,104.97
2023-05-14,0,102.37
2023-05-14,1,98.18
2023-05-14,2,94.3
2023-05-14,3,85.37
2023-05-14,4,86.42
2023-05-14,5,95.08
2023-05-14,6,81.33
2023-05-14,7,73.87
2023-05-14,8,75.69
2023-05-14,9,54.9
2023-05-14,10,25.09
2023-05-14,11,13.89
2023-05-14,12,9.73
2023-05-14,13,1.85
2023-05-14,14,0.16
2023-05-14,15,1.78
2023-05-14,16,32.29
2023-05-14,17,90.5
2023-05-14,18,105.63
2023-05-14,19,116
2023-05-14,20,127.13
2023-05-14,21,127.99
2023-05-14,22,119.14
2023-05-14,23,107.92
2023-05-15,0,119.04
2023-05-15,1,107.61
2023-05-15,2,103.54
2023-05-15,3,108.87
2023-05-15,4,108.03
2023-05-15,5,126.15
2023-05-15,6,151.03
2023-05-15,7,168.79
2023-05-15,8,149.12
2023-05-15,9,124.81
2023-05-15,10,105.58
2023-05-15,11,99.62
2023-05-15,12,94.75
2023-05-15,13,90.77
2023-05-15,14,89.42
2023-05-15,15,90.54
2023-05-15,16,87.95
2023-05-15,17,100.05
2023-05-15,18,117.84
2023-05-15,19,124.98
2023-05-15,20,129.2
2023-05-15,21,122.32
2023-05-15,22,110
2023-05-15,23,93.79
2023-05-16,0,75.59
2023-05-16,1,71.34
2023-05-16,2,68.33
2023-05-16,3,62.04
2023-05-16,4,64.32
2023-05-16,5,69.15
2023-05-16,6,87.79
2023-05-16,7,77.09
2023-05-16,8,77.01
2023-05-16,9,73.51
2023-05-16,10,71.42
2023-05-16,11,61.65
2023-05-16,12,49.78
2023-05-16,13,39.19
2023-05-16,14,19.99
2023-05-16,15,12.59
2023-05-16,16,41.23
2023-05-16,17,59.79
2023-05-16,18,59.79
2023-05-16,19,59.33
2023-05-16,20,56.78
2023-05-16,21,48.53
2023-05-16,22,28.47
2023-05-16,23,14.57
2023-05-17,0,19
2023-05-17,1,30.16
2023-05-17,2,30.16
2023-05-17,3,30.16
2023-05-17,4,30.17
2023-05-17,5,34.76
2023-05-17,6,43.6
2023-05-17,7,50.64
2023-05-17,8,54.21
2023-05-17,9,50.44
2023-05-17,10,48.54
2023-05-17,11,36.38
2023-05-17,12,3.62
2023-05-17,13,0.05
2023-05-17,14,0.08
2023-05-17,15,2.02
2023-05-17,16,20
2023-05-17,17,58.99
2023-05-17,18,65.02
2023-05-17,19,70.45
2023-05-17,20,114.41
2023-05-17,21,127.04
2023-05-17,22,108.34
2023-05-17,23,100.47
2023-05-18,0,100.59
2023-05-18,1,94.9
2023-05-18,2,89.24
2023-05-18,3,88.92
2023-05-18,4,94.38
2023-05-18,5,98.4
2023-05-18,6,100.42
2023-05-18,7,94.83
2023-05-18,8,90.29
2023-05-18,9,80.34
2023-05-18,10,72.06
2023-05-18,11,65.03
2023-05-18,12,62.87
2023-05-18,13,43.52
2023-05-18,14,29.41
2023-05-18,15,43.08
2023-05-18,16,71.56
2023-05-18,17,84.59
2023-05-18,18,103.08
2023-05-18,19,115.53
2023-05-18,20,125.87
2023-05-18,21,117.18
2023-05-18,22,109.61
2023-05-18,23,98.76
2023-05-19,0,93.02
2023-05-19,1,83.2
2023-05-19,2,80.23
2023-05-19,3,77.03
2023-05-19,4,84.16
2023-05-19,5,99.33
2023-05-19,6,111
2023-05-19,7,109.97
2023-05-19,8,106
2023-05-19,9,93.89
2023-05-19,10,70.37
2023-05-19,11,60.56
2023-05-19,12,60.91
2023-05-19,13,57.79
2023-05-19,14,57.93
2023-05-19,15,63.62
2023-05-19,16,72.15
2023-05-19,17,87.19
2023-05-19,18,103.67
2023-05-19,19,116.29
2023-05-19,20,115.93
2023-05-19,21,105.02
2023-05-19,22,99.79
2023-05-19,23,85.78
2023-05-20,0,78.74
2023-05-20,1,74
2023-05-20,2,68.08
2023-05-20,3,65.83
2023-05-20,4,65.05
2023-05-20,5,65.7
2023-05-20,6,62.08
2023-05-20,7,62.46
2023-05-20,8,59.76
2023-05-20,9,40.04
2023-05-20,10,4.44
2023-05-20,11,0.28
2023-05-20,12,-1.43
2023-05-20,13,-1.27
2023-05-20,14,-0.09
2023-05-20,15,0
2023-05-20,16,1.32
2023-05-20,17,25.94
2023-05-20,18,53.68
2023-05-20,19,78.44
2023-05-20,20,87.69
2023-05-20,21,81.06
2023-05-20,22,78.6
2023-05-20,23,73.02
2023-05-21,0,52.2
2023-05-21,1,40.04
2023-05-21,2,33.88
2023-05-21,3,28.76
2023-05-21,4,29.95
2023-05-21,5,28.26
2023-05-21,6,30.79
2023-05-21,7,27.55
2023-05-21,8,20
2023-05-21,9,2.14
2023-05-21,10,0
2023-05-21,11,-0.48
2023-05-21,12,-7.92
2023-05-21,13,-25.03
2023-05-21,14,-41.37
2023-05-21,15,-19.58
2023-05-21,16,-0.41
2023-05-21,17,2.22
2023-05-21,18,41.34
2023-05-21,19,85.49
2023-05-21,20,90.87
2023-05-21,21,88.82
2023-05-21,22,87.78
2023-05-21,23,76.91
2023-05-22,0,73.13
2023-05-22,1,71.39
2023-05-22,2,72.32
2023-05-22,3,71.81
2023-05-22,4,72.99
2023-05-22,5,86.72
2023-05-22,6,110.26
2023-05-22,7,118.31
2023-05-22,8,113.42
2023-05-22,9,102.31
2023-05-22,10,86.97
2023-05-22,11,73.36
2023-05-22,12,63.07
2023-05-22,13,62.87
2023-05-22,14,66.38
2023-05-22,15,68.25
2023-05-22,16,70.8
2023-05-22,17,78.7
2023-05-22,18,90
2023-05-22,19,108.01
2023-05-22,20,119
2023-05-22,21,112.8
2023-05-22,22,104.24
2023-05-22,23,84.48
2023-05-23,0,70.54
2023-05-23,1,65.71
2023-05-23,2,65.51
2023-05-23,3,62.12
2023-05-23,4,61.73
2023-05-23,5,61.73
2023-05-23,6,97.5
2023-05-23,7,104.14
2023-05-23,8,101
2023-05-23,9,85.27
2023-05-23,10,48.99
2023-05-23,11,43.69
2023-05-23,12,26.62
2023-05-23,13,19.52
2023-05-23,14,5.55
2023-05-23,15,3.54
2023-05-23,16,12.81
2023-05-23,17,52.37
2023-05-23,18,62.83
2023-05-23,19,68.88
2023-05-23,20,69.49
2023-05-23,21,70.66
2023-05-23,22,70.79
2023-05-23,23,65.73
2023-05-24,0,66.3
2023-05-24,1,66.01
2023-05-24,2,66.86
2023-05-24,3,67.52
2023-05-24,4,73.94
2023-05-24,5,84.33
2023-05-24,6,106.78
2023-05-24,7,121.47
2023-05-24,8,109.66
2023-05-24,9,97.7
2023-05-24,10,85.92
2023-05-24,11,81
2023-05-24,12,80.58
2023-05-24,13,71.08
2023-05-24,14,75.21
2023-05-24,15,67.6
2023-05-24,16,78.26
2023-05-24,17,78.97
2023-05-24,18,109.97
2023-05-24,19,136
2023-05-24,20,142
2023-05-24,21,148.4
2023-05-24,22,114.64
2023-05-24,23,84.73
2023-05-25,0,65.78
2023-05-25,1,61.54
2023-05-25,2,56.67
2023-05-25,3,50.4
2023-05-25,4,48.7
2023-05-25,5,50.4
2023-05-25,6,70.8
2023-05-25,7,70.05
2023-05-25,8,72.16
2023-05-25,9,61.61
2023-05-25,10,58.81
2023-05-25,11,45
2023-05-25,12,32.76
2023-05-25,13,9.25
2023-05-25,14,-0.16
2023-05-25,15,-0.13
2023-05-25,16,9.99
2023-05-25,17,41
2023-05-25,18,57.11
2023-05-25,19,59.87
2023-05-25,20,64.57
2023-05-25,21,106.08
2023-05-25,22,65.41
2023-05-25,23,59.32
2023-05-26,0,62.94
2023-05-26,1,61.86
2023-05-26,2,60.46
2023-05-26,3,61.77
2023-05-26,4,61.84
2023-05-26,5,58.55
2023-05-26,6,102.42
2023-05-26,7,103.06
2023-05-26,8,95
2023-05-26,9,74.9
2023-05-26,10,38.54
2023-05-26,11,4.02
2023-05-26,12,4.05
2023-05-26,13,0.97
2023-05-26,14,0
2023-05-26,15,0.07
2023-05-26,16,9.42
2023-05-26,17,43.12
2023-05-26,18,80.9
2023-05-26,19,80.49
2023-05-26,20,115.62
2023-05-26,21,110
2023-05-26,22,99.5
2023-05-26,23,92.5
2023-05-27,0,89.69
2023-05-27,1,83.53
2023-05-27,2,84.73
2023-05-27,3,86.33
2023-05-27,4,91.25
2023-05-27,5,90
2023-05-27,6,82.7
2023-05-27,7,82.99
2023-05-27,8,72.61
2023-05-27,9,55.06
2023-05-27,10,16.37
2023-05-27,11,1.45
2023-05-27,12,0
2023-05-27,13,-6.03
2023-05-27,14,-2.39
2023-05-27,15,0.51
2023-05-27,16,2.26
2023-05-27,17,55.08
2023-05-27,18,84.85
2023-05-27,19,100.38
2023-05-27,20,124.93
2023-05-27,21,113.08
2023-05-27,22,100.03
2023-05-27,23,94.71
2023-05-28,0,87.09
2023-05-28,1,84
2023-05-28,2,81.92
2023-05-28,3,77.87
2023-05-28,4,77.86
2023-05-28,5,76.47
2023-05-28,6,72.02
2023-05-28,7,64.84
2023-05-28,8,37.7
2023-05-28,9,0
2023-05-28,10,-3.08
2023-05-28,11,-18.05
2023-05-28,12,-48.72
2023-05-28,13,-129.91
2023-05-28,14,-129.96
2023-05-28,15,-98.08
2023-05-28,16,-18.68
2023-05-28,17,-0.06
2023-05-28,18,50
2023-05-28,19,62.02
2023-05-28,20,80.01
2023-05-28,21,77.84
2023-05-28,22,73.8
2023-05-28,23,69.5
