Date,hour,price
2023-05-29,0,59.23
2023-05-29,1,53.9
2023-05-29,2,51.82
2023-05-29,3,48.51
2023-05-29,4,54.22
2023-05-29,5,62.04
2023-05-29,6,66.3
2023-05-29,7,58.71
2023-05-29,8,29.92
2023-05-29,9,0
2023-05-29,10,-2.11
2023-05-29,11,-21.08
2023-05-29,12,-55.02
2023-05-29,13,-95.11
2023-05-29,14,-109.45
2023-05-29,15,-80.69
2023-05-29,16,-19.97
2023-05-29,17,-4.98
2023-05-29,18,19.2
2023-05-29,19,70.57
2023-05-29,20,78.3
2023-05-29,21,80.48
2023-05-29,22,78.55
2023-05-29,23,72.96
2023-05-30,0,75.02
2023-05-30,1,71.05
2023-05-30,2,68.9
2023-05-30,3,68.34
2023-05-30,4,76.68
2023-05-30,5,85.07
2023-05-30,6,97.91
2023-05-30,7,117.96
2023-05-30,8,108.64
2023-05-30,9,90.06
2023-05-30,10,82.37
2023-05-30,11,70.27
2023-05-30,12,64.49
2023-05-30,13,57.36
2023-05-30,14,56.48
2023-05-30,15,62.66
2023-05-30,16,70.34
2023-05-30,17,87.35
2023-05-30,18,97.97
2023-05-30,19,124.9
2023-05-30,20,154.56
2023-05-30,21,125.77
2023-05-30,22,97.31
2023-05-30,23,89.65
2023-05-31,0,85.92
2023-05-31,1,82.17
2023-05-31,2,74.2
2023-05-31,3,78.1
2023-05-31,4,82.24
2023-05-31,5,88.92
2023-05-31,6,102.24
2023-05-31,7,87.24
2023-05-31,8,75.03
2023-05-31,9,65.76
2023-05-31,10,55.31
2023-05-31,11,45.3
2023-05-31,12,1.61
2023-05-31,13,-0.02
2023-05-31,14,-0.81
2023-05-31,15,-0.66
2023-05-31,16,20.16
2023-05-31,17,51.87
2023-05-31,18,57.93
2023-05-31,19,58.76
2023-05-31,20,68.07
2023-05-31,21,58.79
2023-05-31,22,56.9
2023-05-31,23,57.12
2023-06-01,0,52.62
2023-06-01,1,52.22
2023-06-01,2,55.49
2023-06-01,3,57.91
2023-06-01,4,64.29
2023-06-01,5,66.19
2023-06-01,6,95.89
2023-06-01,7,104.45
2023-06-01,8,99.07
2023-06-01,9,78.85
2023-06-01,10,60.23
2023-06-01,11,57.39
2023-06-01,12,37.93
2023-06-01,13,9.34
2023-06-01,14,3.01
2023-06-01,15,13.03
2023-06-01,16,42.67
2023-06-01,17,70.27
2023-06-01,18,71.8
2023-06-01,19,87.94
2023-06-01,20,114.2
2023-06-01,21,103.43
2023-06-01,22,95.41
2023-06-01,23,86.53
2023-06-02,0,83.59
2023-06-02,1,79.4
2023-06-02,2,79.85
2023-06-02,3,77.42
2023-06-02,4,81.12
2023-06-02,5,90.88
2023-06-02,6,118.97
2023-06-02,7,125.58
2023-06-02,8,96.19
2023-06-02,9,84.37
2023-06-02,10,72.09
2023-06-02,11,63.15
2023-06-02,12,56.06
2023-06-02,13,42.61
2023-06-02,14,36.82
2023-06-02,15,44.9
2023-06-02,16,58.27
2023-06-02,17,76.62
2023-06-02,18,85.96
2023-06-02,19,101.12
2023-06-02,20,110.5
2023-06-02,21,101.31
2023-06-02,22,92.56
2023-06-02,23,85.06
2023-06-03,0,84.95
2023-06-03,1,80.3
2023-06-03,2,77.79
2023-06-03,3,75.2
2023-06-03,4,80.71
2023-06-03,5,78.64
2023-06-03,6,77.76
2023-06-03,7,73.63
2023-06-03,8,70
2023-06-03,9,59.97
2023-06-03,10,27.36
2023-06-03,11,5
2023-06-03,12,-0.01
2023-06-03,13,-4.91
2023-06-03,14,-3.39
2023-06-03,15,-0.05
2023-06-03,16,5.38
2023-06-03,17,45.66
2023-06-03,18,75
2023-06-03,19,84.96
2023-06-03,20,94.9
2023-06-03,21,94.9
2023-06-03,22,87.89
2023-06-03,23,81.17
2023-06-04,0,81.12
2023-06-04,1,74.9
2023-06-04,2,72.51
2023-06-04,3,71.65
2023-06-04,4,73.14
2023-06-04,5,72.23
2023-06-04,6,69.07
2023-06-04,7,64.77
2023-06-04,8,50.81
2023-06-04,9,21.93
2023-06-04,10,5.11
2023-06-04,11,0
2023-06-04,12,-4.98
2023-06-04,13,-29.45
2023-06-04,14,-36.35
2023-06-04,15,-4.33
2023-06-04,16,0
2023-06-04,17,34.5
2023-06-04,18,78.21
2023-06-04,19,98.94
2023-06-04,20,109.79
2023-06-04,21,102.6
2023-06-04,22,99
2023-06-04,23,86.98
2023-06-05,0,78.71
2023-06-05,1,71.1
2023-06-05,2,70.07
2023-06-05,3,71.14
2023-06-05,4,74.26
2023-06-05,5,88.36
2023-06-05,6,122.09
2023-06-05,7,113.79
2023-06-05,8,99.95
2023-06-05,9,86.41
2023-06-05,10,75
2023-06-05,11,70.08
2023-06-05,12,69.23
2023-06-05,13,69.19
2023-06-05,14,66.44
2023-06-05,15,68.17
2023-06-05,16,77
2023-06-05,17,89.8
2023-06-05,18,100.76
2023-06-05,19,135.35
2023-06-05,20,157.37
2023-06-05,21,128.4
2023-06-05,22,101.04
2023-06-05,23,88.98
2023-06-06,0,80.23
2023-06-06,1,79.37
2023-06-06,2,79.27
2023-06-06,3,82.23
2023-06-06,4,86.2
2023-06-06,5,90.55
2023-06-06,6,146.4
2023-06-06,7,153.28
2023-06-06,8,122.54
2023-06-06,9,94.9
2023-06-06,10,86.73
2023-06-06,11,82.05
2023-06-06,12,75.82
2023-06-06,13,72.8
2023-06-06,14,68.91
2023-06-06,15,65.48
2023-06-06,16,79.23
2023-06-06,17,87.91
2023-06-06,18,98.84
2023-06-06,19,134.17
2023-06-06,20,152.4
2023-06-06,21,126.53
2023-06-06,22,102.04
2023-06-06,23,89.99
2023-06-07,0,93.56
2023-06-07,1,89.83
2023-06-07,2,90.26
2023-06-07,3,90.2
2023-06-07,4,90.68
2023-06-07,5,97.9
2023-06-07,6,127.66
2023-06-07,7,146.49
2023-06-07,8,114.66
2023-06-07,9,98.53
2023-06-07,10,93.13
2023-06-07,11,86.6
2023-06-07,12,79.95
2023-06-07,13,77.9
2023-06-07,14,76.45
2023-06-07,15,79.05
2023-06-07,16,79.71
2023-06-07,17,94.22
2023-06-07,18,101.07
2023-06-07,19,138.52
2023-06-07,20,147.7
2023-06-07,21,127.55
2023-06-07,22,105.82
2023-06-07,23,94.9
2023-06-08,0,93.93
2023-06-08,1,89.26
2023-06-08,2,83.04
2023-06-08,3,79.9
2023-06-08,4,82.04
2023-06-08,5,88.44
2023-06-08,6,94.01
2023-06-08,7,93.26
2023-06-08,8,91.4
2023-06-08,9,83.78
2023-06-08,10,74.64
2023-06-08,11,68.5
2023-06-08,12,64.22
2023-06-08,13,63.84
2023-06-08,14,64.06
2023-06-08,15,67.93
2023-06-08,16,71.17
2023-06-08,17,76.1
2023-06-08,18,90.46
2023-06-08,19,102.03
2023-06-08,20,113.84
2023-06-08,21,105
2023-06-08,22,96.58
2023-06-08,23,91
2023-06-09,0,95
2023-06-09,1,89.7
2023-06-09,2,79.73
2023-06-09,3,76
2023-06-09,4,76.27
2023-06-09,5,89.06
2023-06-09,6,103.74
2023-06-09,7,103.97
2023-06-09,8,103.94
2023-06-09,9,91.39
2023-06-09,10,82.26
2023-06-09,11,75.43
2023-06-09,12,70.03
2023-06-09,13,61.58
2023-06-09,14,64.06
2023-06-09,15,68.39
2023-06-09,16,72.64
2023-06-09,17,80.63
2023-06-09,18,95
2023-06-09,19,104.12
2023-06-09,20,106.45
2023-06-09,21,104.12
2023-06-09,22,97.48
2023-06-09,23,86
2023-06-10,0,80.82
2023-06-10,1,77.24
2023-06-10,2,76.37
2023-06-10,3,78.01
2023-06-10,4,77.21
2023-06-10,5,77.14
2023-06-10,6,76.26
2023-06-10,7,74.61
2023-06-10,8,69.7
2023-06-10,9,60.27
2023-06-10,10,26.91
2023-06-10,11,12.51
2023-06-10,12,0.08
2023-06-10,13,-19.96
2023-06-10,14,-20.03
2023-06-10,15,-4.97
2023-06-10,16,2.54
2023-06-10,17,44.5
2023-06-10,18,62.29
2023-06-10,19,71.86
2023-06-10,20,72.76
2023-06-10,21,72.73
2023-06-10,22,68.92
2023-06-10,23,65.44
2023-06-11,0,60.94
2023-06-11,1,58.07
2023-06-11,2,52.88
2023-06-11,3,49.93
2023-06-11,4,51.92
2023-06-11,5,49.13
2023-06-11,6,49.97
2023-06-11,7,46.72
2023-06-11,8,28.44
2023-06-11,9,15.9
2023-06-11,10,0.01
2023-06-11,11,-1.68
2023-06-11,12,-19.62
2023-06-11,13,-34.99
2023-06-11,14,-34.95
2023-06-11,15,-10.93
2023-06-11,16,-0.09
2023-06-11,17,27.92
2023-06-11,18,81.81
2023-06-11,19,73.69
2023-06-11,20,89.48
2023-06-11,21,89.7
2023-06-11,22,81.09
2023-06-11,23,76.68
2023-06-12,0,80.1
2023-06-12,1,76.31
2023-06-12,2,80.69
2023-06-12,3,79.67
2023-06-12,4,81.93
2023-06-12,5,94.85
2023-06-12,6,107.43
2023-06-12,7,126.36
2023-06-12,8,124.39
2023-06-12,9,106.01
2023-06-12,10,86.03
2023-06-12,11,64.41
2023-06-12,12,62.69
2023-06-12,13,61.01
2023-06-12,14,64.22
2023-06-12,15,74.14
2023-06-12,16,84.82
2023-06-12,17,97.6
2023-06-12,18,109.68
2023-06-12,19,133.04
2023-06-12,20,142.89
2023-06-12,21,116.93
2023-06-12,22,107
2023-06-12,23,98.1
2023-06-13,0,89.11
2023-06-13,1,82.78
2023-06-13,2,83.29
2023-06-13,3,82.75
2023-06-13,4,84.77
2023-06-13,5,90.04
2023-06-13,6,115.14
2023-06-13,7,119.53
2023-06-13,8,120.04
2023-06-13,9,103.12
2023-06-13,10,85.08
2023-06-13,11,77.27
2023-06-13,12,56.12
2023-06-13,13,50.2
2023-06-13,14,48.5
2023-06-13,15,63.07
2023-06-13,16,73.38
2023-06-13,17,84.63
2023-06-13,18,101.38
2023-06-13,19,111.99
2023-06-13,20,120.08
2023-06-13,21,115
2023-06-13,22,105
2023-06-13,23,98.38
2023-06-14,0,96.28
2023-06-14,1,88.68
2023-06-14,2,86.98
2023-06-14,3,86.25
2023-06-14,4,88.27
2023-06-14,5,98.14
2023-06-14,6,126.93
2023-06-14,7,136.21
2023-06-14,8,128
2023-06-14,9,103.32
2023-06-14,10,87.66
2023-06-14,11,78.41
2023-06-14,12,74.13
2023-06-14,13,75.25
2023-06-14,14,77.93
2023-06-14,15,78.46
2023-06-14,16,83.52
2023-06-14,17,98.56
2023-06-14,18,114.77
2023-06-14,19,142.07
2023-06-14,20,152.18
2023-06-14,21,139.91
2023-06-14,22,119.77
2023-06-14,23,108.87
2023-06-15,0,107.12
2023-06-15,1,102.77
2023-06-15,2,100.62
2023-06-15,3,100.38
2023-06-15,4,100.37
2023-06-15,5,113.96
2023-06-15,6,163.92
2023-06-15,7,166.1
2023-06-15,8,140.07
2023-06-15,9,116
2023-06-15,10,103.66
2023-06-15,11,98.02
2023-06-15,12,92.24
2023-06-15,13,90
2023-06-15,14,90
2023-06-15,15,92.01
2023-06-15,16,96.75
2023-06-15,17,104.9
2023-06-15,18,125.39
2023-06-15,19,156.32
2023-06-15,20,179.28
2023-06-15,21,172.54
2023-06-15,22,149.96
2023-06-15,23,125.02
2023-06-16,0,126.16
2023-06-16,1,121.62
2023-06-16,2,115.59
2023-06-16,3,112.7
2023-06-16,4,113.08
2023-06-16,5,117.77
2023-06-16,6,142.9
2023-06-16,7,153.74
2023-06-16,8,145.59
2023-06-16,9,124.16
2023-06-16,10,112.2
2023-06-16,11,108.99
2023-06-16,12,107.35
2023-06-16,13,101.4
2023-06-16,14,99.31
2023-06-16,15,101.65
2023-06-16,16,108.47
2023-06-16,17,115.04
2023-06-16,18,135.35
2023-06-16,19,161.19
2023-06-16,20,175.1
2023-06-16,21,170.39
2023-06-16,22,152.04
2023-06-16,23,138.69
2023-06-17,0,130.81
2023-06-17,1,122.8
2023-06-17,2,120.01
2023-06-17,3,116.45
2023-06-17,4,111.07
2023-06-17,5,110
2023-06-17,6,110.31
2023-06-17,7,108.05
2023-06-17,8,101
2023-06-17,9,95.6
2023-06-17,10,85
2023-06-17,11,69.99
2023-06-17,12,59.36
2023-06-17,13,48.4
2023-06-17,14,39.38
2023-06-17,15,56.08
2023-06-17,16,85
2023-06-17,17,101.52
2023-06-17,18,115.31
2023-06-17,19,137.79
2023-06-17,20,146.97
2023-06-17,21,155
2023-06-17,22,146.37
2023-06-17,23,136.65
2023-06-18,0,128.6
2023-06-18,1,118.39
2023-06-18,2,111.01
2023-06-18,3,108.86
2023-06-18,4,104
2023-06-18,5,102.59
2023-06-18,6,98.03
2023-06-18,7,92.06
2023-06-18,8,85
2023-06-18,9,78.13
2023-06-18,10,63.36
2023-06-18,11,53.65
2023-06-18,12,45.79
2023-06-18,13,29.38
2023-06-18,14,25
2023-06-18,15,48.98
2023-06-18,16,75
2023-06-18,17,93.63
2023-06-18,18,107.23
2023-06-18,19,131.1
2023-06-18,20,140.25
2023-06-18,21,137.47
2023-06-18,22,137.47
2023-06-18,23,117.62
2023-06-19,0,100.02
2023-06-19,1,93.72
2023-06-19,2,88.57
2023-06-19,3,89.66
2023-06-19,4,93.8
2023-06-19,5,95.87
2023-06-19,6,117.97
2023-06-19,7,134.13
2023-06-19,8,132.63
2023-06-19,9,115.65
2023-06-19,10,104.09
2023-06-19,11,97.24
2023-06-19,12,93.32
2023-06-19,13,90.06
2023-06-19,14,88.35
2023-06-19,15,94.21
2023-06-19,16,98.17
2023-06-19,17,110.08
2023-06-19,18,137
2023-06-19,19,170.31
2023-06-19,20,197.77
2023-06-19,21,178.48
2023-06-19,22,150.31
2023-06-19,23,135.13
2023-06-20,0,121.19
2023-06-20,1,110.72
2023-06-20,2,104.19
2023-06-20,3,101.37
2023-06-20,4,101.1
2023-06-20,5,106.69
2023-06-20,6,129.95
2023-06-20,7,145.38
2023-06-20,8,146.79
2023-06-20,9,130.94
2023-06-20,10,114.09
2023-06-20,11,105.61
2023-06-20,12,100.12
2023-06-20,13,95.65
2023-06-20,14,94.62
2023-06-20,15,101.18
2023-06-20,16,105.37
2023-06-20,17,118.64
2023-06-20,18,140
2023-06-20,19,160.59
2023-06-20,20,165.08
2023-06-20,21,150
2023-06-20,22,138
2023-06-20,23,120.27
2023-06-21,0,119.7
2023-06-21,1,110.79
2023-06-21,2,104.84
2023-06-21,3,103.93
2023-06-21,4,103.77
2023-06-21,5,107.03
2023-06-21,6,127.17
2023-06-21,7,137.67
2023-06-21,8,144.57
2023-06-21,9,126.2
2023-06-21,10,109.94
2023-06-21,11,103.01
2023-06-21,12,93.64
2023-06-21,13,87.14
2023-06-21,14,86.91
2023-06-21,15,95.53
2023-06-21,16,99.23
2023-06-21,17,113.62
2023-06-21,18,138.17
2023-06-21,19,167.5
2023-06-21,20,190.71
2023-06-21,21,181.22
2023-06-21,22,155
2023-06-21,23,134.88
2023-06-22,0,132.95
2023-06-22,1,123.52
2023-06-22,2,115.49
2023-06-22,3,111.34
2023-06-22,4,107.02
2023-06-22,5,115.75
2023-06-22,6,137.62
2023-06-22,7,152.72
2023-06-22,8,153.94
2023-06-22,9,130.12
2023-06-22,10,116
2023-06-22,11,105.15
2023-06-22,12,104.16
2023-06-22,13,106.79
2023-06-22,14,106.46
2023-06-22,15,106.79
2023-06-22,16,108.19
2023-06-22,17,125.77
2023-06-22,18,137.3
2023-06-22,19,157.43
2023-06-22,20,155
2023-06-22,21,147.18
2023-06-22,22,134.34
2023-06-22,23,120.87
2023-06-23,0,103.8
2023-06-23,1,95.2
2023-06-23,2,91.79
2023-06-23,3,91.28
2023-06-23,4,90.94
2023-06-23,5,94.56
2023-06-23,6,115.09
2023-06-23,7,128.94
2023-06-23,8,130.87
2023-06-23,9,121.65
2023-06-23,10,106.27
2023-06-23,11,98.1
2023-06-23,12,92.89
2023-06-23,13,86.71
2023-06-23,14,79.07
2023-06-23,15,78.33
2023-06-23,16,77.4
2023-06-23,17,90.09
2023-06-23,18,104.91
2023-06-23,19,106.72
2023-06-23,20,137.1
2023-06-23,21,134.99
2023-06-23,22,130.54
2023-06-23,23,122.22
2023-06-24,0,117.34
2023-06-24,1,109.72
2023-06-24,2,102.88
2023-06-24,3,100.31
2023-06-24,4,94.33
2023-06-24,5,92.51
2023-06-24,6,92.29
2023-06-24,7,92.3
2023-06-24,8,90.57
2023-06-24,9,81.69
2023-06-24,10,57.64
2023-06-24,11,25
2023-06-24,12,14.99
2023-06-24,13,1.9
2023-06-24,14,0.31
2023-06-24,15,10
2023-06-24,16,28.2
2023-06-24,17,80.98
2023-06-24,18,99.77
2023-06-24,19,129.95
2023-06-24,20,141.44
2023-06-24,21,150.72
2023-06-24,22,130.46
2023-06-24,23,118.31
2023-06-25,0,121.06
2023-06-25,1,113
2023-06-25,2,107.95
2023-06-25,3,106.49
2023-06-25,4,101.89
2023-06-25,5,101.93
2023-06-25,6,88.66
2023-06-25,7,79.37
2023-06-25,8,54
2023-06-25,9,32.55
2023-06-25,10,9.69
2023-06-25,11,0.1
2023-06-25,12,0
2023-06-25,13,-0.1
2023-06-25,14,-0.1
2023-06-25,15,0
2023-06-25,16,9.69
2023-06-25,17,71.24
2023-06-25,18,106.54
2023-06-25,19,126.09
2023-06-25,20,153.81
2023-06-25,21,163.44
2023-06-25,22,145.3
2023-06-25,23,119.01
2023-06-26,0,116.24
2023-06-26,1,104.91
2023-06-26,2,93.3
2023-06-26,3,83.71
2023-06-26,4,83.63
2023-06-26,5,87.54
2023-06-26,6,104.97
2023-06-26,7,129.71
2023-06-26,8,120.58
2023-06-26,9,101.52
2023-06-26,10,87.9
2023-06-26,11,81.4
2023-06-26,12,74.92
2023-06-26,13,58.76
2023-06-26,14,50.93
2023-06-26,15,54.03
2023-06-26,16,64.32
2023-06-26,17,81.52
2023-06-26,18,88.38
2023-06-26,19,89.96
2023-06-26,20,88.38
2023-06-26,21,82.53
2023-06-26,22,75.69
2023-06-26,23,72.81
2023-06-27,0,74.85
2023-06-27,1,74.33
2023-06-27,2,69.08
2023-06-27,3,65.1
2023-06-27,4,67.86
2023-06-27,5,72.47
2023-06-27,6,101.99
2023-06-27,7,89.98
2023-06-27,8,90.53
2023-06-27,9,77.8
2023-06-27,10,79.62
2023-06-27,11,64.54
2023-06-27,12,41.51
2023-06-27,13,29.67
2023-06-27,14,19.98
2023-06-27,15,28.92
2023-06-27,16,43.43
2023-06-27,17,76.24
2023-06-27,18,91.78
2023-06-27,19,104.63
2023-06-27,20,95.79
2023-06-27,21,114.51
2023-06-27,22,122.84
2023-06-27,23,116.16
2023-06-28,0,94.65
2023-06-28,1,90.41
2023-06-28,2,86.91
2023-06-28,3,86.11
2023-06-28,4,87.12
2023-06-28,5,93.46
2023-06-28,6,116.03
2023-06-28,7,131.5
2023-06-28,8,127.92
2023-06-28,9,113.65
2023-06-28,10,101.89
2023-06-28,11,99.3
2023-06-28,12,101.18
2023-06-28,13,97.42
2023-06-28,14,95.59
2023-06-28,15,95.39
2023-06-28,16,97.6
2023-06-28,17,107.08
2023-06-28,18,128.92
2023-06-28,19,155.18
2023-06-28,20,167.62
2023-06-28,21,159.1
2023-06-28,22,140
2023-06-28,23,121.1
2023-06-29,0,119.46
2023-06-29,1,110.06
2023-06-29,2,101.72
2023-06-29,3,98.08
2023-06-29,4,99.92
2023-06-29,5,104.52
2023-06-29,6,121.81
2023-06-29,7,130.55
2023-06-29,8,130.31
2023-06-29,9,116.39
2023-06-29,10,105.95
2023-06-29,11,98.6
2023-06-29,12,99.84
2023-06-29,13,98.24
2023-06-29,14,98.6
2023-06-29,15,100
2023-06-29,16,101.12
2023-06-29,17,112.03
2023-06-29,18,131.26
2023-06-29,19,166.25
2023-06-29,20,171.58
2023-06-29,21,154.73
2023-06-29,22,141.81
2023-06-29,23,121.11
2023-06-30,0,115.53
2023-06-30,1,103.4
2023-06-30,2,96.55
2023-06-30,3,96.34
2023-06-30,4,94.75
2023-06-30,5,105.34
2023-06-30,6,123.22
2023-06-30,7,124.94
2023-06-30,8,114
2023-06-30,9,84.9
2023-06-30,10,97.93
2023-06-30,11,90.1
2023-06-30,12,88.35
2023-06-30,13,86.27
2023-06-30,14,83.15
2023-06-30,15,76.94
2023-06-30,16,77.36
2023-06-30,17,84.31
2023-06-30,18,101.99
2023-06-30,19,110.1
2023-06-30,20,131.52
2023-06-30,21,130.74
2023-06-30,22,122.39
2023-06-30,23,109.47
2023-07-01,0,109.74
2023-07-01,1,99.5
2023-07-01,2,85.48
2023-07-01,3,79.96
2023-07-01,4,67.3
2023-07-01,5,53.64
2023-07-01,6,54.27
2023-07-01,7,55.12
2023-07-01,8,76.09
2023-07-01,9,64.9
2023-07-01,10,43.79
2023-07-01,11,24.61
2023-07-01,12,16.83
2023-07-01,13,4.43
2023-07-01,14,0.07
2023-07-01,15,0.97
2023-07-01,16,12.31
2023-07-01,17,52.77
2023-07-01,18,67.88
2023-07-01,19,70.24
2023-07-01,20,73.63
2023-07-01,21,76.24
2023-07-01,22,77.67
2023-07-01,23,75.66
2023-07-02,0,16.45
2023-07-02,1,3.17
2023-07-02,2,0.01
2023-07-02,3,0
2023-07-02,4,-0.03
2023-07-02,5,-0.05
2023-07-02,6,-0.05
2023-07-02,7,-0.5
2023-07-02,8,-2.95
2023-07-02,9,-15.07
2023-07-02,10,-37
2023-07-02,11,-98.11
2023-07-02,12,-167.96
2023-07-02,13,-266.92
2023-07-02,14,-440.1
2023-07-02,15,-399
2023-07-02,16,-124.21
2023-07-02,17,-35.18
2023-07-02,18,-6.01
2023-07-02,19,4.83
2023-07-02,20,28.47
2023-07-02,21,28.28
2023-07-02,22,21.33
2023-07-02,23,16.83
2023-07-03,0,21.5
2023-07-03,1,19.97
2023-07-03,2,17.74
2023-07-03,3,9.93
2023-07-03,4,9.91
2023-07-03,5,17.97
2023-07-03,6,51.18
2023-07-03,7,55.3
2023-07-03,8,57.66
2023-07-03,9,56.78
2023-07-03,10,1
2023-07-03,11,-0.06
2023-07-03,12,-2.9
2023-07-03,13,-5.68
2023-07-03,14,-4.99
2023-07-03,15,-2.75
2023-07-03,16,-0.07
2023-07-03,17,19.91
2023-07-03,18,52.5
2023-07-03,19,56.6
2023-07-03,20,62.51
2023-07-03,21,65.19
2023-07-03,22,71.32
2023-07-03,23,65.21
2023-07-04,0,94.38
2023-07-04,1,76.03
2023-07-04,2,67.1
2023-07-04,3,60.57
2023-07-04,4,67.29
2023-07-04,5,76.73
2023-07-04,6,64.83
2023-07-04,7,64.93
2023-07-04,8,64.91
2023-07-04,9,65.49
2023-07-04,10,33.64
2023-07-04,11,10.08
2023-07-04,12,0.07
2023-07-04,13,0.06
2023-07-04,14,9.91
2023-07-04,15,39.22
2023-07-04,16,51.24
2023-07-04,17,53.76
2023-07-04,18,51.79
2023-07-04,19,66.28
2023-07-04,20,112.12
2023-07-04,21,150.24
2023-07-04,22,144.6
2023-07-04,23,124.09
2023-07-05,0,122.94
2023-07-05,1,108.75
2023-07-05,2,94.56
2023-07-05,3,86.81
2023-07-05,4,67.3
2023-07-05,5,67.87
2023-07-05,6,76.64
2023-07-05,7,92.59
2023-07-05,8,98.35
2023-07-05,9,82.4
2023-07-05,10,73.44
2023-07-05,11,38.2
2023-07-05,12,1.26
2023-07-05,13,0
2023-07-05,14,-1.12
2023-07-05,15,-1.24
2023-07-05,16,6.12
2023-07-05,17,23.33
2023-07-05,18,83.2
2023-07-05,19,74.24
2023-07-05,20,77.97
2023-07-05,21,77.97
2023-07-05,22,77.96
2023-07-05,23,77.36
2023-07-06,0,74.55
2023-07-06,1,73.39
2023-07-06,2,62.09
2023-07-06,3,36.99
2023-07-06,4,47.59
2023-07-06,5,46.79
2023-07-06,6,69.41
2023-07-06,7,75.55
2023-07-06,8,76.6
2023-07-06,9,75.08
2023-07-06,10,69.31
2023-07-06,11,60.32
2023-07-06,12,56.54
2023-07-06,13,56.93
2023-07-06,14,55.83
2023-07-06,15,55
2023-07-06,16,43.9
2023-07-06,17,69.29
2023-07-06,18,102.98
2023-07-06,19,119.4
2023-07-06,20,175.88
2023-07-06,21,175.1
2023-07-06,22,137.57
2023-07-06,23,118.98
2023-07-07,0,114
2023-07-07,1,103.38
2023-07-07,2,97.6
2023-07-07,3,89
2023-07-07,4,86.42
2023-07-07,5,90.93
2023-07-07,6,94.8
2023-07-07,7,109.2
2023-07-07,8,107.13
2023-07-07,9,91.79
2023-07-07,10,84
2023-07-07,11,79.12
2023-07-07,12,74.9
2023-07-07,13,66.57
2023-07-07,14,64.98
2023-07-07,15,66.18
2023-07-07,16,80.29
2023-07-07,17,90
2023-07-07,18,98.64
2023-07-07,19,146.78
2023-07-07,20,173.24
2023-07-07,21,139.54
2023-07-07,22,117.27
2023-07-07,23,101.56
2023-07-08,0,100.27
2023-07-08,1,92.14
2023-07-08,2,89.97
2023-07-08,3,87.06
2023-07-08,4,88.84
2023-07-08,5,87.28
2023-07-08,6,84.94
2023-07-08,7,85.26
2023-07-08,8,83.77
2023-07-08,9,76.04
2023-07-08,10,60.9
2023-07-08,11,46.32
2023-07-08,12,35.22
2023-07-08,13,16.71
2023-07-08,14,16.73
2023-07-08,15,40
2023-07-08,16,60.9
2023-07-08,17,83.4
2023-07-08,18,107.3
2023-07-08,19,121
2023-07-08,20,128.76
2023-07-08,21,132.86
2023-07-08,22,129.72
2023-07-08,23,115.92
2023-07-09,0,109.44
2023-07-09,1,101.74
2023-07-09,2,101.82
2023-07-09,3,95.44
2023-07-09,4,95.79
2023-07-09,5,96.92
2023-07-09,6,94.68
2023-07-09,7,91.2
2023-07-09,8,86.24
2023-07-09,9,77.11
2023-07-09,10,60.12
2023-07-09,11,50.12
2023-07-09,12,45.69
2023-07-09,13,36.99
2023-07-09,14,44.85
2023-07-09,15,55.15
2023-07-09,16,72.98
2023-07-09,17,82.4
2023-07-09,18,104.41
2023-07-09,19,122.21
2023-07-09,20,132
2023-07-09,21,134.1
2023-07-09,22,132.12
2023-07-09,23,119.6
2023-07-10,0,112.49
2023-07-10,1,102
2023-07-10,2,94.3
2023-07-10,3,91.94
2023-07-10,4,93.31
2023-07-10,5,105.14
2023-07-10,6,121.67
2023-07-10,7,132.78
2023-07-10,8,134.27
2023-07-10,9,117.95
2023-07-10,10,105.28
2023-07-10,11,94.99
2023-07-10,12,89.23
2023-07-10,13,80.16
2023-07-10,14,64.47
2023-07-10,15,61.81
2023-07-10,16,62.94
2023-07-10,17,80.36
2023-07-10,18,121.97
2023-07-10,19,165.49
2023-07-10,20,175.89
2023-07-10,21,180.07
2023-07-10,22,162.92
2023-07-10,23,133.7
2023-07-11,0,124.41
2023-07-11,1,115.74
2023-07-11,2,105.29
2023-07-11,3,100.68
2023-07-11,4,99.7
2023-07-11,5,112.74
2023-07-11,6,123.55
2023-07-11,7,125.39
2023-07-11,8,120.95
2023-07-11,9,105.1
2023-07-11,10,91.57
2023-07-11,11,65.25
2023-07-11,12,56.38
2023-07-11,13,46.39
2023-07-11,14,47.39
2023-07-11,15,57.88
2023-07-11,16,68
2023-07-11,17,93.12
2023-07-11,18,114
2023-07-11,19,141.55
2023-07-11,20,160.02
2023-07-11,21,134.09
2023-07-11,22,119
2023-07-11,23,103.03
2023-07-12,0,98.47
2023-07-12,1,91
2023-07-12,2,90
2023-07-12,3,82.09
2023-07-12,4,77.4
2023-07-12,5,76
2023-07-12,6,88.22
2023-07-12,7,115.4
2023-07-12,8,120
2023-07-12,9,102.33
2023-07-12,10,83
2023-07-12,11,50.77
2023-07-12,12,15.87
2023-07-12,13,12.92
2023-07-12,14,19.33
2023-07-12,15,27.03
2023-07-12,16,29.49
2023-07-12,17,43.82
2023-07-12,18,50.06
2023-07-12,19,80.26
2023-07-12,20,139.1
2023-07-12,21,125.2
2023-07-12,22,126.01
2023-07-12,23,113.91
2023-07-13,0,104.92
2023-07-13,1,85.66
2023-07-13,2,79
