hour,x_con1,x_con2,x_con3,x_con4,x_con5,x_con6,x_con7,x_con8,x_con9,x_con10,x_con11,x_con12,x_wind1,x_wind2,x_wind3,x_wind4,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,x_bat1,x_bat2,x_bat3,x_bat4,x_bat5,x_line1,x_line2,x_line3,x_line4,x_line5,x_line6,x_line7,x_line8,x_line9,x_line10,x_line11,x_line12,x_line13,x_line14,x_line15,x_line16,x_line17,x_line18,x_line19,x_line20,x_line21,x_line22,x_line23,x_line24,x_line25,x_line26,x_line27,x_line28,x_line29,x_line30,x_line31,x_line32,x_line33,x_line34
11,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,210.0,217.0,245.0,166.9354275271276,88.9871006036082,154.895847893819,187.25637772131242,96.69024,86.51232,236.63664000000003,173.02464,282.43728,89.05680000000001,297.70416,50.19859374586716,114.5016,160.30224,66.15648,63.612,122.13504,0.0,152.6688,155.21328,173.02464,-15.0,-10.0,-10.0,-20.0,-5.0,0.0,-50.96441939639181,60.674179396391814,-87.24736,107.13504,175.0,-219.33123186926423,-153.40384,86.04928000000001,0.0,0.0,-152.6688,0.0,0.0,-286.28592000000003,-76.97536,0.0,0.0,-76.97536,0.0,-276.28592000000003,-236.63664000000003,-250.0,26.731488130735784,-400.0,219.33123186926423,-264.55221772131245,215.62275374586721,-49.552217721312445,-210.0,-67.25637772131245,165.42416000000006,50.92256000000006,0.0
12,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,210.0,217.0,245.0,161.9204984308834,44.9760281518146,128.2680108500288,164.5330945075574,95.68305,85.61115000000001,234.171675,171.22230000000002,279.495225,88.129125,294.603075,0.0,113.308875,158.63242499999998,13.319323713811656,62.949375,120.8628,110.7909,0.0,153.596475,171.22230000000002,-10.0,-7.100441773527464,10.0,20.0,-5.0,0.0,-67.5528787884696,78.26982878846961,13.319323713811656,7.469526286188341,175.0,-239.26480535758617,0.0,60.29648194028421,-103.39327371381165,-110.7909,-21.403525000000002,-89.38737499999999,0.0,0.0,-296.606025,0.0,-217.828325,-78.77769999999998,202.0,-212.0,-250.0,-250.0,-30.260030357586174,-400.0,239.26480535758617,-244.9300195075574,113.308875,-239.9300195075574,0.0,-254.5330945075574,113.308875,0.0,-210.0
13,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,210.0,217.0,245.0,155.94088317479938,29.2907317833058,125.2943954963214,153.1642899162454,95.68305,85.61115000000001,0.0,171.22230000000002,279.495225,0.0,294.603075,161.1504,113.308875,158.63242499999998,55.28345037067197,62.949375,120.8628,110.7909,151.0785,153.596475,171.22230000000002,-15.0,-10.0,-10.0,-20.0,-5.0,104.57675037067199,-127.51844358736618,33.6586432166942,0.0,125.36560037067198,175.0,-305.20998541256677,-55.28345037067197,0.0,19.50280037067199,-110.7909,-86.86939999999998,-175.0,-120.74932537067195,0.0,41.97162537067197,-358.691125,0.0,-78.77769999999998,0.0,-348.691125,0.0,-250.0,-56.20521041256677,-400.0,305.20998541256677,-233.56121491624538,161.1504,-228.56121491624538,0.0,-243.16428991624537,0.0,-113.308875,-210.0
14,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,210.0,217.0,245.0,147.4501265881818,99.6239445412086,137.4807773689476,145.0911684154878,95.68305,85.61115000000001,234.171675,171.22230000000002,279.495225,88.129125,28.074091913825782,161.1504,113.308875,158.63242499999998,65.46735000000001,62.949375,120.86280000000002,110.7909,151.0785,153.596475,171.22230000000002,-15.0,-10.0,-10.0,-20.0,-5.0,175.0,-175.0,10.716949999999997,65.46735000000001,130.3215,175.0,-361.1822984118182,0.0,47.391519541208595,24.458699999999965,-110.7909,-86.86939999999998,-175.0,0.0,-65.46587499999998,135.62791954120854,-400.0,214.40561954120852,-78.77769999999998,0.0,-455.465875,-19.76605545879147,-250.0,-112.17752341181819,-400.0,361.1822984118182,-492.017076501662,287.69120545879144,-487.017076501662,0.0,-235.0911684154878,126.54080545879145,13.231930458791453,-210.0
15,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,210.0,217.0,245.0,144.04566449741182,119.05168571403759,136.3106919442788,142.282342103312,93.66867,83.80881000000001,229.24174500000004,167.61762000000002,273.61111500000004,86.27377500000001,288.400905,0.0,110.923425,155.292795,64.08909000000001,61.62412500000001,118.31832,108.45846000000002,0.0,150.362865,151.79866425904,15.0,10.0,10.0,20.0,5.0,83.36022645499759,-175.0,104.37110354500243,-27.366903545002415,133.31832,175.0,-361.2471305025882,-91.45599354500243,161.79866425904,0.0,-108.45846000000002,-108.45846000000002,0.0,-103.14063499999995,-72.13668354500248,0.0,0.0,-20.758254999999963,-82.38237999999998,0.0,-82.13668354500248,-250.0,-250.0,-146.35824550258826,-400.0,361.2471305025882,-218.88143710331195,-18.939891454997507,-13.881437103311953,-210.0,-22.282342103311976,-18.939891454997507,-129.86331645499752,0.0
16,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,210.0,217.0,245.0,149.04204691157,104.6194759713762,131.205581477533,145.4725438713208,0.0,83.80881000000001,229.24174500000004,167.61762000000002,273.61111500000004,86.27377500000001,157.70268323179982,157.75776000000002,110.923425,155.292795,64.08909000000001,61.62412500000001,118.31832,0.0,147.8979,150.362865,167.61762000000002,15.0,10.0,10.0,20.0,5.0,110.72713,-103.54099902862384,99.21386902862385,0.0,133.31832,175.0,-284.7917471170539,-64.08909000000001,142.20922000000004,0.0,0.0,-147.8979,0.0,-187.349855,0.0,-35.40839999999997,0.0,-222.75825499999996,0.0,202.0,-212.0,-250.0,-167.61762000000002,-69.90286211705393,-400.0,284.7917471170539,-352.76986063952097,268.681185,-357.76986063952097,0.0,-235.4725438713208,110.923425,0.0,-210.0
17,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,210.0,217.0,245.0,136.4638483567012,115.3398600015912,130.63002157685818,146.5181055082308,99.71181,89.21583,244.031535,178.43166,291.263445,0.0,11.518105508230803,167.93568,118.07977499999998,165.31168499999998,68.22387,65.599875,125.95176,115.45578,157.4397,160.063695,178.43166,-15.0,-10.0,-10.0,-15.914030064849328,5.0,-13.00854000000001,-175.0,194.69673,-106.77613,110.95176,175.0,-378.8478366432988,-175.0,244.4367150015912,0.0,-115.45578,-175.0,-97.89547999999999,-71.56834,-263.495355,0.0,-21.890424998408776,0.0,-71.56834,-5.968465000000009,-269.41731499840876,-250.0,-250.0,-145.69725157844945,-400.0,378.8478366432988,-500.0,343.43276999840873,-500.0,-5.0,-231.5181055082308,175.49708999840874,57.417314998408756,-205.0
18,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,210.0,217.0,245.0,131.29696583610578,145.2155178245978,134.65569414915558,147.4061532897756,100.719,90.117,0.0,180.234,294.20550000000003,92.7675,310.1085,169.632,119.2725,166.9815,68.91300000000001,66.2625,127.224,116.622,159.03,38.05133109963474,180.234,-15.0,-10.0,-10.0,-20.0,-5.0,0.0,5.681000000000012,0.0,0.0,16.283,97.61633109963475,-127.61986526352896,-68.91300000000001,78.95301782459781,-95.941,-116.622,-100.652,-175.0,0.0,-110.0,37.77801782459778,-400.0,0.0,37.77801782459778,0.0,-500.0,0.0,-142.45598217540223,106.674634736471,-400.0,127.61986526352896,-212.2976532897756,326.9045,-207.2976532897756,0.0,-237.4061532897756,157.27249999999998,38.0,-210.0
19,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,210.0,217.0,245.0,146.8512719174414,156.85887933218382,98.1546469945702,156.6726735941814,100.719,90.117,246.49650000000003,180.234,294.20550000000003,92.7675,310.1085,169.632,119.2725,166.9815,0.0,66.2625,127.224,116.622,0.0,161.6805,0.0,-15.0,7.100441773527464,-10.0,0.914030064849328,-5.0,95.941,0.0,-90.25999999999999,0.0,112.224,161.6805,-181.8107280825586,0.0,0.33637933218382443,0.0,-116.622,0.0,-116.622,0.0,0.0,-123.38606244134364,0.0,-123.38606244134364,0.0,119.88256244134367,-109.88256244134367,-250.0,-180.234,31.569741852592074,-400.0,181.8107280825586,-221.5641735941814,186.78706244134366,-6.564173594181398,-210.0,-36.67267359418139,17.15506244134366,-102.11743755865633,0.0
20,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,210.0,217.0,245.0,144.814719052018,163.3102055747104,120.8379276369738,153.6003097907472,96.69024,86.51232,236.63664000000003,173.02464,42.320442054449245,89.05680000000001,297.70416,162.84672,114.5016,160.30224,66.15648,63.612,122.13504,111.95712000000002,152.6688,155.21328,173.02464,-15.0,-10.0,-10.0,-20.0,-5.0,46.2688,-175.0,138.44096000000002,66.15648,0.0,175.0,-365.48752094798203,0.0,238.1391655747104,-107.13504,-111.95712000000002,-89.62592000000002,-175.0,-69.83920000000002,0.0,-207.0205144252896,0.0,-199.88435442528964,-76.97536,436.5209944252897,-426.5209944252897,0.0,-250.0,120.69203699756872,-400.0,365.48752094798203,-230.8961497907472,241.8693144252897,-15.896149790747188,-210.0,-33.60030979074719,79.0225944252897,-35.4790055747103,0.0
21,106.4,106.4,0.0,0.0,0.0,108.5,108.5,280.0,280.0,210.0,217.0,245.0,147.2975681129556,163.6927839163352,138.6314679351902,146.5253039416618,91.65429,82.00647000000001,224.311815,164.01294,267.727005,84.418425,282.198735,154.36512,108.537975,151.95316499999998,62.71083,60.298875,115.77384,106.12602,144.7173,53.12137890614278,164.01294,-15.0,-10.0,-10.0,-20.0,-5.0,0.0,-175.0,189.74571,0.0,24.39353,78.7918899898076,-258.447486876852,-62.71083,293.13961891633517,-76.38031000000001,-106.12602,-75.84331999999999,-175.0,-112.88363891633517,0.0,-112.25363108366483,0.0,-139.15021,-85.98706000000001,363.462025,-353.462025,0.0,-250.0,2.3255081231479835,-400.0,258.447486876852,-239.32656894166183,154.36512,-24.326568941661833,-210.0,-26.525303941661832,0.0,-108.537975,0.0
22,63.29936930119092,96.0,0.0,0.0,0.0,108.5,108.5,280.0,280.0,210.0,217.0,245.0,126.31282301553179,157.047540350943,163.3062665644284,154.949000767906,83.59676999999999,74.79711,204.59209500000003,149.59422,244.190565,76.99702500000001,257.390055,140.79456,98.996175,138.594645,57.197790000000005,54.997875,105.59592,96.79626,131.9949,134.194815,149.59422,0.0,0.0,10.0,0.0,0.0,0.0,-175.0,154.70259930119093,0.0,21.202889999999996,175.0,-362.28182198446825,-57.197790000000005,256.75226465213393,-84.39303000000001,-96.79626,-53.791160000000005,-175.0,-70.18376500000002,0.0,-152.23498534786611,0.0,-222.41875034786614,0.0,177.01084534786617,-187.01084534786617,-250.0,-149.59422,-97.97238698446824,-400.0,362.28182198446825,-267.558945767906,214.80158034786615,-267.558945767906,0.0,-244.949000767906,74.00702034786616,-24.989154652133834,-210.0
23,33.19849691133018,48.0,0.0,0.0,0.0,72.5,72.5,280.0,280.0,210.0,168.93326781351965,197.0,124.8787938249782,122.9330067900362,163.2727389016436,151.6486957584922,73.52486999999999,65.78541,179.94244500000002,131.57082,214.770015,67.720275,226.379205,123.83136,87.068925,121.896495,50.30649,48.371625,92.87352,85.13406,116.0919,118.026765,131.57082,0.0,0.0,-10.0,0.0,0.0,0.0,-175.0,134.6736269113302,0.0,-17.78541,88.13395348511396,-260.15165466013576,-50.30649,209.23500870136638,-110.65893,-85.13406,-175.0,-26.22596,-255.19930151488603,0.0,-59.2207012986336,0.0,-195.99082281351963,-118.42918,125.93326781351965,-115.93326781351965,-250.0,-250.0,-2.421669660135777,-400.0,260.15165466013576,-295.26949075849217,210.900285,-85.26949075849217,-210.0,-31.64869575849218,87.068925,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,36.5,36.5,280.0,280.0,210.0,96.93326781351965,149.0,137.862201651255,152.791626268359,161.5720097428156,128.6558945240508,63.45297,56.77371000000001,155.29279500000004,113.54742000000002,185.349465,58.44352500000001,195.368355,106.86816,75.141675,105.198345,43.41519,41.745375,80.15112,73.47186,100.1889,101.858715,113.54742000000002,0.0,0.0,0.0,0.0,0.0,0.0,-175.0,111.54703,-56.77371000000001,0.0,175.0,-317.336143348745,-100.18890000000002,222.59328126835905,-80.15112,-73.47186,-144.766018731641,-28.894741268359013,-171.813633731641,0.0,0.0,0.0,-90.64047281351961,-81.1731609181214,0.0,0.0,-245.93326781351965,-194.7205809181214,-66.185608348745,-400.0,317.336143348745,-303.2875395240508,182.009835,-93.28753952405083,-210.0,-8.655894524050808,75.141675,0.0,0.0
