Scenario,Profit,In_Out
312,-145453.21511285246,Out
313,-145377.76393719122,Out
314,-145194.83062514133,Out
315,118808.1840470787,Out
316,119178.33235870821,Out
317,-117450.08046872118,Out
318,-117517.61563766167,Out
319,-117879.03872324104,Out
320,-164385.13317585064,Out
321,7506.376370567576,Out
322,7455.279708876993,Out
323,6265.478921763841,Out
324,-20117.30771516852,Out
325,-19847.007244526576,Out
326,-21216.8711944292,Out
327,72604.34949497062,Out
328,71241.98867002022,Out
329,-53751.00546627444,Out
330,-54358.39296227918,Out
331,-53995.73503000272,Out
332,25251.58142779592,Out
333,25687.542860996524,Out
334,330870.8522907111,Out
335,327547.0623216082,Out
336,-189249.67072595598,Out
337,-189249.67072595598,Out
338,-189249.67072595598,Out
339,-63867.17627203764,Out
340,-100965.17641664545,Out
341,-101287.92477885055,Out
342,-100672.64405763659,Out
343,207649.5891031144,Out
344,89969.8035976991,Out
345,88511.0826080524,Out
346,126243.60635050938,Out
347,147565.8372363321,Out
348,147916.58897241132,Out
349,146788.76793679254,Out
350,270323.7898398529,Out
351,270692.48166566354,Out
352,266134.2486851264,Out
353,140.95628061887737,Out
354,-393.2675807318733,Out
355,850.4363963691926,Out
356,64991.98149920809,Out
357,65495.58614330613,Out
358,-89948.72377661342,Out
359,-89889.68084318287,Out
360,-89819.52786037911,Out
361,125344.35272078065,Out
362,122287.34096914457,Out
363,-65829.76308371456,Out
364,-65855.67542574917,Out
365,-66357.69507215104,Out
366,-102786.69089468535,Out
367,-102545.95868720052,Out
368,36934.26316026908,Out
369,37056.360601505614,Out
370,35318.316127652986,Out
371,9892.361774529356,Out
372,10253.83808490152,Out
373,64982.16801517954,Out
374,63922.180526347714,Out
375,-18023.892824195125,Out
376,-18691.69700125314,Out
377,43759.09339838551,Out
378,42996.45868086228,Out
379,276574.3616944731,Out
380,277236.59289283544,Out
381,272779.0060727416,Out
382,-117448.37618696336,Out
383,-117448.37618696336,Out
384,-117448.37618696336,Out
385,-21492.175088239666,Out
386,-21435.32192284934,Out
387,-22446.212959706725,Out
388,-60909.12568994297,Out
389,-61068.454576900025,Out
390,212373.06945942988,Out
391,90599.12350840998,Out
392,169672.07463113143,Out
393,169352.77617026202,Out
394,171092.4691342407,Out
395,184398.056231043,Out
396,183509.49428085654,Out
397,184799.71065690293,Out
398,254086.67748624607,Out
399,253675.7213002847,Out
400,250727.7692343549,Out
401,26410.703585904786,Out
402,25041.78304770445,Out
403,28070.016265376504,Out
404,70565.97156272494,Out
405,70918.43612965124,Out
406,-111003.169180174,Out
407,-110979.9386980161,Out
408,-110755.55985442105,Out
409,90695.7259268977,Out
410,87850.1045104625,Out
411,-90216.0560704712,Out
412,-90338.44049808414,Out
413,-90598.08059235144,Out
414,-125078.34449830752,Out
415,-124881.27484722968,Out
416,-124815.65676460111,Out
417,18381.868336008432,Out
418,17476.10369351862,Out
419,80836.85534796667,Out
420,79232.91551988863,Out
421,-29943.86396073713,Out
422,-30494.017181770803,Out
423,-30140.289029298056,Out
424,43336.60146442088,Out
425,41905.77419522713,Out
426,42469.80714197496,Out
427,267561.3401637663,Out
428,264682.62507341616,Out
429,-143488.9937118224,Out
430,-143488.9937118224,Out
431,-72239.70869529202,Out
432,-72599.3086850567,Out
433,-71948.04666937339,Out
434,166994.02850877226,Out
435,166308.67188108273,Out
436,74719.1673241452,Out
437,139723.75023951213,Out
438,141148.9010239585,Out
439,150254.8902399581,Out
440,149313.68178368328,Out
441,150953.07163880844,Out
442,191554.38230296317,Out
443,191060.54930112703,Out
444,189728.14993483204,Out
445,35004.80933942729,Out
446,33852.51521298902,Out
447,36454.546197035816,Out
448,60888.0660461224,Out
449,60540.705555930006,Out
450,-76097.51976502773,Out
451,-76109.25119289898,Out
452,-75875.24168517142,Out
453,68343.71688880025,Out
454,68379.15190889167,Out
455,66774.75268602275,Out
456,-61371.561182368634,Out
457,-87263.28648022492,Out
458,-87148.38451158677,Out
459,-87039.20963744214,Out
460,20093.444620242277,Out
461,19879.97152958502,Out
462,-4878.197505332576,Out
463,-4832.485572105059,Out
464,-5409.726122141966,Out
465,72439.05805160882,Out
466,72598.80661671949,Out
467,-15236.466521350041,Out
468,-15703.413279185108,Out
469,-15157.047856143783,Out
470,42423.9989855119,Out
471,41308.329742626105,Out
472,42034.88542887567,Out
473,203165.61094145256,Out
474,202782.18391965242,Out
475,201709.10380807484,Out
476,-101133.9060648153,Out
477,-101133.9060648153,Out
478,-101133.9060648153,Out
479,-26609.173876417313,Out
480,-26739.494017084,Out
481,-26940.485046831534,Out
482,-46765.36982533252,Out
483,-47138.445143872515,Out
484,-46446.17844261112,Out
485,187573.80020681204,Out
486,187428.72255916163,Out
487,185878.93007636667,Out
488,84908.23547650821,Out
489,84867.95895591071,Out
490,84219.63223882526,Out
491,132650.1637195455,Out
492,132950.35008819972,Out
493,133528.2558389517,Out
494,148421.65459445035,Out
495,148275.83874348862,Out
496,148391.38187053584,Out
497,231511.28807190934,Out
498,231672.26230346394,Out
499,228414.6888226823,Out
500,19864.189134672306,Out
501,19110.827995723623,Out
502,64853.350814139725,Out
503,65019.75813377748,Out
504,64851.38204122273,Out
505,-77462.0621295522,Out
506,-77430.20843922357,Out
507,-77286.63113109615,Out
508,100461.64080617322,Out
509,100780.19709659721,Out
510,98078.82958479857,Out
511,-58448.534578618106,Out
512,-58822.37182765048,Out
513,32029.48237858043,Out
514,32101.07350245275,Out
515,7075.5003400651385,Out
516,7346.266366049344,Out
517,6134.664994293511,Out
518,68810.53391703706,Out
519,69235.45244781814,Out
520,-12555.122286653892,Out
521,-12856.958106768423,Out
522,-12863.673741076876,Out
523,45446.12193264922,Out
524,44630.99381698754,Out
525,44491.072557476386,Out
526,240169.96392296418,Out
527,240542.42374730043,Out
528,237458.86608014462,Out
529,-103655.0651499637,Out
530,-103655.0651499637,Out
531,-103655.0651499637,Out
532,-19562.471693262065,Out
533,-20246.762228350737,Out
534,-49582.26860812897,Out
535,-49825.481525871066,Out
536,-49408.06427986022,Out
537,135987.71817649153,Out
538,134870.942540211,Out
539,134989.40045414347,Out
540,73804.13505725778,Out
541,73114.85689722435,Out
542,73497.6191262558,Out
543,90550.37012040285,Out
544,92332.8399890322,Out
545,103845.33244993894,Out
546,102655.56349244743,Out
547,104068.51303105475,Out
548,160300.9380067753,Out
549,158291.89924665084,Out
550,44115.08239027277,Out
551,45104.38871695429,Out
552,52370.26865776173,Out
553,51670.25863954645,Out
554,52533.93847553595,Out
555,-26267.629401145292,Out
556,-26394.938870259335,Out
557,-26108.858413551694,Out
558,81021.98522227364,Out
559,80348.1539924902,Out
560,-15421.481245235422,Out
561,-15685.57356538818,Out
562,-15677.69538584105,Out
563,-33813.786477654336,Out
564,-33778.30009314832,Out
565,46511.42267397659,Out
566,46159.25080719938,Out
567,45797.312112901054,Out
568,25661.46750414691,Out
569,25398.40023522653,Out
570,25058.254918543505,Out
571,69099.4204562315,Out
572,69934.89303664777,Out
573,19624.404074048187,Out
574,19271.778513451383,Out
575,19518.67776973593,Out
576,58333.22463701582,Out
577,57504.54432990379,Out
578,57724.10510529004,Out
579,167773.52159238685,Out
580,166780.12721922033,Out
581,166067.21518894806,Out
582,-41155.943838774845,Out
583,-41155.943838774845,Out
584,-41155.943838774845,Out
585,11297.576594210796,Out
586,11018.650196951445,Out
587,10887.060678560347,Out
588,-9864.420776873914,Out
589,-10226.251782060492,Out
590,-9666.294838510126,Out
591,129631.51044586288,Out
592,128331.02441999932,Out
593,129239.4371946479,Out
594,70349.11403901584,Out
595,69523.15151581322,Out
596,70502.36370895778,Out
597,101700.82138771655,Out
598,100185.38142152908,Out
599,103195.978021383,Out
600,112383.6360971778,Out
601,110652.7870935421,Out
602,113214.55047399642,Out
603,138089.5443112513,Out
604,136933.90263426112,Out
605,136715.86704614514,Out
606,60001.26621327548,Out
607,62273.05926439415,Out
608,49235.581246600435,Out
609,49755.86043635323,Out
610,-30249.566801120658,Out
611,-30371.405217294014,Out
612,-30026.928018139624,Out
613,56704.339293655794,Out
614,-21473.662983225127,Out
615,-21705.391667299322,Out
616,-21660.945980487773,Out
617,-36615.10318345511,Out
618,42553.14747725267,Out
619,42157.751909220126,Out
620,42121.81487456417,Out
621,14702.87523046132,Out
622,14312.849555916515,Out
623,81402.50816716284,Out
624,81652.36573172658,Out
625,18965.16065537974,Out
626,66474.71835511671,Out
627,65467.90028563352,Out
628,66186.88045453573,Out
629,148859.49620260755,Out
630,-43209.443761167095,Out
631,-43209.443761167095,Out
632,-43209.443761167095,Out
633,6074.833261925727,Out
634,5788.471292218328,Out
635,5846.913437275483,Out
636,-10079.733240463564,Out
637,-10538.73955134255,Out
638,-9732.948202716518,Out
639,136150.99724843787,Out
640,135497.76996002573,Out
641,135138.709793872,Out
642,68341.2940174112,Out
643,67955.65031723358,Out
644,100900.04197275225,Out
645,100417.87228938281,Out
646,101779.11655928579,Out
647,110684.39983625586,Out
648,109903.5932469229,Out
649,110932.79610863868,Out
650,160599.28034982056,Out
651,160062.30986551286,Out
652,158511.4639035486,Out
653,33884.80058274066,Out
654,33248.973995191365,Out
655,51276.39222163921,Out
656,50929.23429472363,Out
657,-43594.20971874673,Out
658,-43649.87742788101,Out
659,-43438.123909246846,Out
660,71208.67320684792,Out
661,71032.09430997926,Out
662,69537.58078867766,Out
663,-32328.466275473653,Out
664,-32416.00065130086,Out
665,-51294.911872671815,Out
666,-51207.46939254794,Out
667,32129.33047698586,Out
668,31976.05535189766,Out
669,31444.159966583087,Out
670,12007.604348790548,Out
671,11960.89878442208,Out
672,11380.665340707877,Out
673,62670.265575048514,Out
674,61803.39621637843,Out
675,62597.15689497527,Out
676,4558.388108921638,Out
677,4440.473151885398,Out
678,45109.764202076905,Out
679,44391.04008314249,Out
680,44622.74451542923,Out
681,168593.8913832224,Out
682,168203.9581558306,Out
683,166815.1146598135,Out
684,-60746.054479486775,Out
685,-60746.054479486775,Out
686,-60746.054479486775,Out
687,-3926.3319134627905,Out
688,-4345.662132670339,Out
689,-23090.304560216922,Out
690,-23361.4307750874,Out
691,-22910.067791563,Out
692,191235.17781838856,Out
693,190618.0784070689,Out
694,190620.94015261004,Out
695,90052.67971950676,Out
696,89707.55424679916,Out
697,90173.74815093348,Out
698,157005.62698634816,Out
699,156748.79915499565,Out
700,169327.8686643492,Out
701,168685.26395136997,Out
702,170480.07608325555,Out
703,220552.9349744487,Out
704,220216.5402830417,Out
705,218481.28956213422,Out
706,45339.83431399159,Out
707,70486.37158609758,Out
708,71297.56958676752,Out
709,-79196.14716393963,Out
710,-79205.92034312207,Out
711,-78899.73351171114,Out
712,84473.34028601127,Out
713,82611.93030243978,Out
714,-63186.80163343297,Out
715,-63317.30124107,Out
716,-92082.08820655741,Out
717,-91953.77908532367,Out
718,-91813.003509425,Out
719,28461.430372328636,Out
720,28340.319609173886,Out
721,27876.140330911003,Out
722,1414.2962060566406,Out
723,735.7334158022659,Out
724,84121.55358157356,Out
725,83000.78153113283,Out
726,84574.30802108967,Out
727,-9609.317278161285,Out
728,-10021.243468061188,Out
729,50103.489006418924,Out
730,50841.47787668246,Out
731,233494.26686732942,Out
732,233315.00447758439,Out
733,-107896.42629818982,Out
734,-107896.42629818982,Out
735,-107896.42629818982,Out
736,-23732.44025331648,Out
737,-23824.011878540372,Out
738,-24079.33943520019,Out
739,-47565.8411025615,Out
740,-47900.54080700174,Out
741,-47129.13581029132,Out
742,180242.55234481968,Out
743,179548.33707939295,Out
744,179788.3706222211,Out
745,88999.37360992786,Out
746,88575.71392295705,Out
747,89201.55208845162,Out
748,147430.75177507274,Out
749,146906.55694112906,Out
750,149417.7073831192,Out
751,158550.17866884323,Out
752,157690.9779194199,Out
753,159785.69952106374,Out
754,205588.93138097817,Out
755,205125.95505229468,Out
756,203737.314665971,Out
757,52277.35300104328,Out
758,51399.60000017624,Out
759,54319.541858017365,Out
760,68487.73173724575,Out
761,68124.70459890872,Out
762,69136.81115102656,Out
763,-65205.65463005606,Out
764,-65247.71473881717,Out
765,-64912.37071911045,Out
766,82420.69480400579,Out
767,80709.55967040786,Out
768,-51410.38202818251,Out
769,-51544.10005754275,Out
770,-77280.22525661766,Out
771,33296.10385397633,Out
772,33193.61208955888,Out
773,32813.780485076655,Out
774,8047.6831462441005,Out
775,8081.269592687368,Out
776,84253.20528756655,Out
777,83217.39528821559,Out
778,84809.20940343109,Out
779,-278.076833205665,Out
780,-647.5597285981639,Out
781,54229.669724481464,Out
782,53366.4107208906,Out
783,54116.8910424088,Out
784,218207.78490379368,Out
785,217909.53144795654,Out
786,-91838.40910606999,Out
787,-91838.40910606999,Out
788,-14848.438086990884,Out
789,-14953.371386463832,Out
790,-15140.594147779026,Out
791,-37125.85343818864,Out
792,-37487.41247247688,Out
793,-36686.80120556431,Out
794,135984.4861332934,Out
795,135007.57777748496,Out
796,135227.67940020413,Out
797,71186.89384634196,Out
798,71040.95798813287,Out
799,98359.26640576459,Out
800,97556.26519063936,Out
801,99399.18897369195,Out
802,109951.19718145793,Out
803,108869.41137843794,Out
804,110334.15259313185,Out
805,158062.20019949597,Out
806,157111.15053085994,Out
807,156362.83968889425,Out
808,41590.097557356276,Out
809,43282.388939517536,Out
810,52824.61618232958,Out
811,52207.23057853811,Out
812,53095.08689955213,Out
813,-32930.768789942515,Out
814,-33026.62239254877,Out
815,-32759.5364783125,Out
816,74347.93169929026,Out
817,72948.53522919322,Out
818,-21866.140880020204,Out
819,-22093.417810642066,Out
820,-41082.40836554843,Out
821,-41040.76605828681,Out
822,-40892.910116590574,Out
823,40327.55559239574,Out
824,40050.42416003368,Out
825,19225.32874126108,Out
826,69002.1681435586,Out
827,68015.62010936723,Out
828,68965.10811795872,Out
829,12384.92705168298,Out
830,54054.53227198135,Out
831,54378.193509502285,Out
832,166186.60589140662,Out
833,165408.78406979723,Out
834,164789.74905398084,Out
835,-49231.20648757872,Out
836,-49231.20648757872,Out
837,-49231.20648757872,Out
838,4505.096500661601,Out
839,-15145.25143567944,Out
840,-15513.811106953797,Out
841,-14909.714056898667,Out
842,171343.82268846303,Out
843,170860.34685217997,Out
844,170282.031520195,Out
845,77654.97911959577,Out
846,77403.64063684222,Out
847,77370.10348889903,Out
848,134668.14757084558,Out
849,135886.80664601806,Out
850,145656.35116225324,Out
851,203742.5335883588,Out
852,203549.99778040068,Out
853,201409.11262408333,Out
854,27108.345370679675,Out
855,61339.96421878181,Out
856,61270.11900121016,Out
857,61584.893183181324,Out
858,-75898.42860823365,Out
859,-75709.08047804607,Out
860,79765.38094505365,Out
861,77859.71571645865,Out
862,-60073.41640692355,Out
863,-60268.06439473421,Out
864,-87127.92387564183,Out
865,22852.64333362481,Out
866,22762.21496913468,Out
867,22085.91338034893,Out
868,-418.1192582176973,Out
869,-288.05990131272665,Out
870,-1108.669088583113,Out
871,68480.11131062082,Out
872,67451.11438235991,Out
873,68473.3500030293,Out
874,-14073.49038829951,Out
875,-14448.8936278383,Out
876,-14140.9776746432,Out
877,39783.53918585171,Out
878,39246.232407593416,Out
879,213727.49121088095,Out
880,211822.94646222616,Out
881,-101300.18023764128,Out
882,-101300.18023764128,Out
883,-101300.18023764128,Out
884,-24263.533956444066,Out
885,-24665.151944640143,Out
886,-47390.9130701441,Out
887,-47132.8126839274,Out
888,160835.1272390893,Out
889,160198.50250514023,Out
890,159880.50514432436,Out
891,73945.81100596237,Out
892,74055.21683931409,Out
893,129906.2399983306,Out
894,129592.91198067437,Out
895,131076.93317359834,Out
896,140222.05603616085,Out
897,139539.05548960104,Out
898,140679.793904094,Out
899,187146.72640258798,Out
900,186774.25119889269,Out
901,185008.398872311,Out
902,34577.72170302801,Out
903,33644.8483880412,Out
904,58779.79015296413,Out
905,58585.57471824161,Out
906,59030.93909264735,Out
907,-69051.15381206905,Out
908,-69051.00289686205,Out
909,-68856.85405195694,Out
910,70953.03964984677,Out
911,69197.0828409918,Out
912,-54937.763337139484,Out
913,-55091.180213082735,Out
914,-79203.92064186612,Out
915,-79081.45883081103,Out
916,23385.957011550323,Out
917,23211.8233880619,Out
918,22689.39561822352,Out
919,-202.76571463295477,Out
920,-835.3569829391627,Out
921,70764.01407600146,Out
922,69658.9377560063,Out
923,-9824.827190162876,Out
924,-10214.311622331687,Out
925,-9871.111837856653,Out
926,41511.36081504147,Out
927,40539.31448231577,Out
928,41027.9565583703,Out
929,197554.22572137453,Out
930,197300.95640535167,Out
931,195770.83712003077,Out
932,-92162.64127982565,Out
933,-92162.64127982565,Out
934,-21184.044205511844,Out
935,-41398.703150071626,Out
936,-41687.69725686968,Out
937,-41149.0004172856,Out
938,117851.52176144296,Out
939,117051.44121124939,Out
940,64684.38209936648,Out
941,63925.27506410517,Out
942,83368.82954350644,Out
943,94252.09390746351,Out
944,92413.66530126242,Out
945,94511.25988953034,Out
946,133452.32199255232,Out
947,132636.83633505975,Out
948,131760.14580181488,Out
949,50636.41048886616,Out
950,51564.45102557743,Out
951,47243.858369173075,Out
952,46255.9198250866,Out
953,47414.11025956965,Out
954,-21503.974364534675,Out
955,-21600.57955699321,Out
956,61645.45375511682,Out
957,60404.34332706694,Out
958,-11902.393255409903,Out
959,-11954.362010712031,Out
960,-25349.868045832773,Out
961,-25191.002273494596,Out
962,45111.4308387081,Out
963,44831.76566812308,Out
964,21186.575687447774,Out
965,21117.239275856242,Out
966,76162.84299044902,Out
967,74713.17881489576,Out
968,76095.14059618849,Out
969,23131.33337385981,Out
970,22792.449897660856,Out
971,23067.8735242525,Out
972,59148.47981581163,Out
973,58195.819403156114,Out
974,58697.83596763002,Out
975,141422.32383148288,Out
976,140693.1508193458,Out
977,140002.1795941462,Out
978,-29993.313106572423,Out
979,-29993.313106572423,Out
980,12430.160668349472,Out
981,12224.10665041075,Out
982,12094.371412209424,Out
983,-3098.9051330826005,Out
984,-3580.996554638925,Out
985,-2915.7053044506774,Out
986,105565.77978866629,Out
987,105099.88085112107,Out
988,103989.84581531375,Out
989,63378.30603457896,Out
990,63082.74408001262,Out
991,43686.863520470346,Out
992,43484.27970274512,Out
993,43483.30338583078,Out
994,60143.4923554392,Out
995,59676.65640309952,Out
996,59250.88910348039,Out
997,136157.23390544057,Out
998,135560.16359253626,Out
999,134028.01116020652,Out
1000,29681.293581453443,Out
1001,29666.81201474939,Out
1002,29497.360417915566,Out
1003,44195.32182638096,Out
1004,43877.54793294894,Out
1005,43885.2318000388,Out
1006,10007.801284110003,Out
1007,9907.745121455167,Out
1008,10029.037969072857,Out
1009,91712.02400588084,Out
1010,91245.05811293355,Out
1011,21025.414600989403,Out
1012,20851.499660223613,Out
1013,20677.334309497244,Out
1014,5916.61040972479,Out
1015,6053.361485607788,Out
1016,64857.88315505995,Out
1017,63872.27109912659,Out
1018,47232.48303570472,Out
1019,46614.363857358185,Out
1020,59745.67784687735,Out
1021,59207.884407608275,Out
1022,36525.519569792996,Out
1023,36396.46876134977,Out
1024,36053.456427576,Out
1025,65410.40607176586,Out
1026,64160.88433761335,Out
1027,137288.12298431995,Out
1028,135304.07278480352,Out
1029,5201.534506399035,Out
1030,38024.418305487845,Out
1031,37652.27237659849,Out
1032,14805.438308785891,Out
1033,14570.6907571931,Out
1034,107962.20820211945,Out
1035,107912.21139054678,Out
1036,106864.65985680517,Out
1037,53862.60688409799,Out
1038,53324.02459075222,Out
1039,77137.45479110847,Out
1040,77353.69097761552,Out
1041,77296.24401078968,Out
1042,85770.17991543948,Out
1043,85739.8484343829,Out
1044,134501.0522829266,Out
1045,134637.42901940685,Out
1046,132728.37196749233,Out
1047,14684.923384577927,Out
1048,14241.911788872585,Out
1049,45676.970201871416,Out
1050,45379.75437738175,Out
1051,-29745.327470237073,Out
1052,-29719.51773309145,Out
1053,-29689.670075689934,Out
1054,66064.66689926351,Out
1055,66284.08098349467,Out
1056,64765.91403137477,Out
1057,-18685.36557326487,Out
1058,-18697.132361151685,Out
1059,-35191.462542101486,Out
1060,-35090.44157675074,Out
1061,-35103.08973598629,Out
1062,27335.215189326984,Out
1063,27368.597742258564,Out
1064,26659.03037039809,Out
1065,15234.381572292486,Out
1066,15388.690343903681,Out
1067,14686.30361123481,Out
1068,44609.47607875129,Out
1069,44129.85374092912,Out
1070,3108.8967445231283,Out
