date,hour,wind power
2023-12-05,6,2.311332258064516
2023-12-05,7,2.543525806451613
2023-12-05,8,3.614466112903225
2023-12-05,9,5.503129016129032
2023-12-05,10,6.4145645
2023-12-05,11,6.0
2023-12-05,12,5.325806451612903
2023-12-05,13,4.779032258064516
2023-12-05,14,5.828112870967741
2023-12-05,15,7.538693516129033
2023-12-05,16,8.546758048387098
2023-12-05,17,8.632258048387097
2023-12-05,18,8.300758048387095
2023-12-05,19,8.035483870967742
2023-12-05,20,6.725806435483871
2023-12-05,21,7.10887093548387
2023-12-05,22,6.922548370967742
2023-12-05,23,6.495209661290323
2023-12-06,0,6.295129032258065
2023-12-06,1,7.287064516129031
2023-12-06,2,8.685467741935485
2023-12-06,3,11.151629016129034
2023-12-06,4,11.571774177419355
2023-12-06,5,11.008935467741935
2023-12-06,6,11.464516129032257
2023-12-06,7,11.49825806451613
2023-12-06,8,13.754032241935485
2023-12-06,9,14.584677403225808
2023-12-06,10,15.76680641935484
2023-12-06,11,17.784661225806452
2023-12-06,12,16.441887096774195
2023-12-06,13,15.19598385483871
2023-12-06,14,15.67174191935484
2023-12-06,15,17.33224191935484
2023-12-06,16,16.50164514516129
2023-12-06,17,17.828129016129036
2023-12-06,18,22.081258064516128
2023-12-06,19,28.456274161290324
2023-12-06,20,31.789467725806453
2023-12-06,21,30.629048322580644
2023-12-06,22,31.11120962903226
2023-12-06,23,32.06751611290323
2023-12-07,0,34.648870967741935
2023-12-07,1,38.36370967741936
2023-12-07,2,44.92983870967742
2023-12-07,3,51.790967741935475
2023-12-07,4,57.3491935483871
2023-12-07,5,61.96161287096774
2023-12-07,6,67.36048387096774
2023-12-07,7,73.97322580645161
2023-12-07,8,77.6216129032258
2023-12-07,9,81.26370967741936
2023-12-07,10,79.96290320967742
2023-12-07,11,79.3856451451613
2023-12-07,12,82.55741933870968
2023-12-07,13,88.61274190322581
2023-12-07,14,84.97516127419355
2023-12-07,15,78.93338703225805
2023-12-07,16,81.53290320967741
2023-12-07,17,85.79354837096773
2023-12-07,18,91.90741929032258
2023-12-07,19,91.88209675806452
2023-12-07,20,89.54693546774195
2023-12-07,21,85.20387096774195
2023-12-07,22,88.61887091935483
2023-12-07,23,88.27322579032258
2023-12-08,0,90.96838706451614
2023-12-08,1,98.61854838709678
2023-12-08,2,103.44887093548387
2023-12-08,3,101.76693546774193
2023-12-08,4,103.03661282258065
2023-12-08,5,104.97370962903226
2023-12-08,6,102.98790322580645
2023-12-08,7,101.35854837096774
2023-12-08,8,99.83629030645162
2023-12-08,9,99.01032256451613
2023-12-08,10,92.42774187096774
2023-12-08,11,92.18209674193548
2023-12-08,12,93.14499998387096
2023-12-08,13,101.1832257903226
2023-12-08,14,101.10354833870967
2023-12-08,15,102.86193541935485
2023-12-08,16,99.53854832258064
2023-12-08,17,90.86983864516131
2023-12-08,18,82.9969354516129
2023-12-08,19,80.92903222580645
2023-12-08,20,72.13435479032258
2023-12-08,21,60.59241930645162
2023-12-08,22,55.52054327674023
2023-12-08,23,55.61629030645161
2023-12-09,0,52.239516096774196
2023-12-09,1,48.24
2023-12-09,2,51.14903225806452
2023-12-09,3,50.954193548387096
2023-12-09,4,48.711290306451616
2023-12-09,5,43.34193548387096
2023-12-09,6,41.64338708064516
2023-12-09,7,37.58322579032258
2023-12-09,8,33.66274193548387
2023-12-09,9,33.99306451612903
2023-12-09,10,30.640580532258067
2023-12-09,11,29.195870887096774
2023-12-09,12,31.638935387096772
2023-12-09,13,32.4904354516129
2023-12-09,14,31.73527409677419
2023-12-09,15,30.31774183870968
2023-12-09,16,28.539483790322578
2023-12-09,17,27.520145080645158
2023-12-09,18,27.489903177419357
2023-12-09,19,27.014677354838707
2023-12-09,20,27.38356443548387
2023-12-09,21,31.39583864516129
2023-12-09,22,35.006960933786075
2023-12-09,23,32.08983864516129
2023-12-10,0,29.09167740322581
2023-12-10,1,30.121741903225807
2023-12-10,2,30.699403129032255
2023-12-10,3,30.79270962903226
2023-12-10,4,31.192903129032256
2023-12-10,5,32.66629032258064
2023-12-10,6,32.89677419354838
2023-12-10,7,32.78659677419354
2023-12-10,8,31.032661112903227
2023-12-10,9,28.363064387096777
2023-12-10,10,25.266386967741937
2023-12-10,11,25.873225774193546
2023-12-10,12,30.127354806451613
2023-12-10,13,34.56680643548387
2023-12-10,14,39.394354838709674
2023-12-10,15,42.57903225806452
2023-12-10,16,40.48629032258065
2023-12-10,17,35.51870966129032
2023-12-10,18,32.58069351612903
2023-12-10,19,29.238080564516128
2023-12-10,20,27.019370919354834
2023-12-10,21,27.87333867741936
2023-12-10,22,28.306434584040748
2023-12-10,23,26.73306446774194
2023-12-11,0,28.515338661290322
2023-12-11,1,27.666951499999996
2023-12-11,2,25.665322483870966
2023-12-11,3,25.742064451612904
2023-12-11,4,24.347790225806452
2023-12-11,5,20.579919258064518
2023-12-11,6,17.888758000000003
2023-12-11,7,16.474854758064513
